race_id,election_date,office,jurisdiction,candidate_name,role,documented_topics,policy_statements,campaign_frames,other_or_unspecified_statements,evidence,interpretation_limit
race-e4f88f1286d62b12a1ab,2018-05-15,State House,District 30,Betsy Monroe,opponent,climate_environment,1,1,0,"[{""excerpt_id"": ""exc-hist-a-03-006"", ""topic"": ""climate_environment"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Direct quotation states an ideal, not a demonstrated commitment to a ban or phaseout; the remainder discusses using current extraction revenue for education and renewables."", ""quote"": ""In a perfect world we wouldn't have fracking"", ""source_url"": ""https://www.pghcitypaper.com/PolitiCrap/archives/2018/02/02/betsy-monroe-inspired-by-the-womens-march-is-challenging-state-rep-hal-english-in-pittsburghs-north-hills"", ""locator"": ""paragraph 93"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_archive_capture""}, {""excerpt_id"": ""frontier-monroe-extraction-revenue"", ""topic"": ""climate_energy"", ""kind"": ""policy_position"", ""claim_summary"": ""Argues that current extraction must benefit residents through investment in education and renewable energy. Her no-fracking ideal is not treated as an immediate-ban pledge."", ""quote"": ""We can put that money into education. We can put that into renewable energy"", ""source_url"": ""https://www.pghcitypaper.com/PolitiCrap/archives/2018/02/02/betsy-monroe-inspired-by-the-womens-march-is-challenging-state-rep-hal-english-in-pittsburghs-north-hills"", ""locator"": ""paragraph 93"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_archive_capture""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-e4f88f1286d62b12a1ab,2018-05-15,State House,District 30,Jacob Pavlecic,opponent,education,1,0,0,"[{""excerpt_id"": ""exc-hist-a-rec-jacob-pavlecic-001"", ""topic"": ""education"", ""kind"": ""policy_position"", ""claim_summary"": ""Direct Pavlecic quotation proposing a five-year tuition, room, board, and fee freeze; the complete mechanism remains in the retained source."", ""quote"": ""what could we do to get a full tuition freeze"", ""source_url"": ""https://duquesneduke.org/theduke-digitalissues/"", ""locator"": ""paragraph 3"", ""source_type"": ""dated_candidate_interview"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-e4f88f1286d62b12a1ab,2018-05-15,State House,District 30,Kareem Kandil,endorsed,climate_environment | healthcare,4,0,0,"[{""excerpt_id"": ""exc-hist-a-03-007"", ""topic"": ""climate_environment"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate-controlled policy page gives regulation and future-site limits rather than a categorical immediate ban."", ""quote"": ""We must heavily regulate existing worksites to mitigate these risks and seriously reconsider future fracking sites"", ""source_url"": ""http://www.kareemforpa.com:80/issues"", ""locator"": ""paragraph 34"", ""source_type"": ""policy_page"", ""timing"": ""verified_archive_capture""}, {""excerpt_id"": ""frontier-kandil-extraction-revenue"", ""topic"": ""climate_energy"", ""kind"": ""policy_position"", ""claim_summary"": ""Proposes a severance tax and impact fee on natural-gas extraction to fund healthcare and education, alongside regulation and limits on new sites."", ""quote"": ""institute a severance tax"", ""source_url"": ""http://www.kareemforpa.com/issues"", ""locator"": ""paragraph 28"", ""source_type"": ""campaign_platform"", ""timing"": ""verified_archive_capture""}, {""excerpt_id"": ""frontier-kandil-health"", ""topic"": ""healthcare"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports a state single-payer system covering medical, dental, vision and behavioral health needs. Predicted savings and job impacts remain campaign claims."", ""quote"": ""a single payer healthcare system in Pennsylvania that covers everyone"", ""source_url"": ""http://www.kareemforpa.com/issues"", ""locator"": ""paragraph 16"", ""source_type"": ""campaign_platform"", ""timing"": ""verified_archive_capture""}, {""excerpt_id"": ""frontier-kandil-renewables"", ""topic"": ""climate_energy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports a2035 renewable-energy target and policies for generation and energy efficiency; no opponent's unmentioned target is inferred."", ""quote"": ""100% renewable energy in Pennsylvania by 2035"", ""source_url"": ""http://www.kareemforpa.com/issues"", ""locator"": ""paragraph 24"", ""source_type"": ""campaign_platform"", ""timing"": ""verified_archive_capture""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-e7ab577213f4505717ec,2023-06-27,County Legislature District 15,County Legislature District 15,Maurice Brown,endorsed,housing,1,0,0,"[{""excerpt_id"": ""exc-hist-a-05-010"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate-authored op-ed."", ""quote"": ""promote more mixed-use developments — including both residential and commercial use — and affordable housing"", ""source_url"": ""https://dailyorange.com/2023/03/maurice-brown-onondaga-legislator-candidate-emphasizes-community-values/"", ""locator"": ""paragraph 122"", ""source_type"": ""candidate_op_ed"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-e7ab577213f4505717ec,2023-06-27,County Legislature District 15,County Legislature District 15,Tim Rudd,opponent,housing,1,0,0,"[{""excerpt_id"": ""exc-hist-a-05-011"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate-authored letter."", ""quote"": ""the best path to equitable development is to cultivate density in our urban core"", ""source_url"": ""https://web.archive.org/web/20230624171610/https://www.syracuse.com/opinion/2023/06/tim-rudd-growing-syracuses-urban-core-improves-economy-for-all-your-letters.html"", ""locator"": ""paragraph 34"", ""source_type"": ""candidate_op_ed"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-e86fd589efa245645b1e,2018-06-26,County Executive,Montgomery County,Marc B. Elrich,endorsed,immigration,1,0,0,"[{""excerpt_id"": ""exc-hist-c-04-004"", ""topic"": ""immigration"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate questionnaire answer."", ""quote"": ""we will continue not to be the enforcer of federal immigration laws"", ""source_url"": ""https://www.latinomontgomerydems.org/wp-content/uploads/2018/03/Elrich-Questionnaire-2.23.pdf"", ""locator"": ""paragraph 5"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-e87b28f84c6a49987afa,2026-08-11,State Assembly,District 76,Dina Nina Martinez-Rutherford,opponent,campaign_strategy_and_framing | climate_environment | healthcare | housing,3,1,0,"[{""excerpt_id"": ""wi26-martinez-data-centers"", ""topic"": ""climate_energy"", ""kind"": ""policy_position"", ""claim_summary"": ""Proposes a statewide moratorium modeled on the Madison measure she says she sponsored, with guardrails and local input. Her claimed exclusivity is not independently endorsed."", ""quote"": ""I’ll do the same at the state level."", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 31"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""wi26-martinez-rent-control"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports restoring local rent-stabilization and inclusionary-zoning authority, alongside a Tenant Bill of Rights."", ""quote"": ""repealing the bans on rent stabilization"", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 37"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""wi26-martinez-qualifications"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Presents a nontraditional background and lived experience of policy failures as a perspective missing from the legislature."", ""quote"": ""I’ve lived the policy failures of our state government."", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 25"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""exc-hist-c-35-029"", ""topic"": ""healthcare"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate-controlled platform; timing remains unverified."", ""quote"": ""We need a BadgerCare public option"", ""source_url"": ""https://votedinanina.com/"", ""locator"": ""paragraph 47"", ""source_type"": ""campaign_page"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-e87b28f84c6a49987afa,2026-08-11,State Assembly,District 76,Isaia Ben-Ami,opponent,climate_environment | healthcare | housing,4,0,0,"[{""excerpt_id"": ""wi26-benami-data-centers"", ""topic"": ""climate_energy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports the proposed moratorium and emphasizes water, ratepayer and climate safeguards."", ""quote"": ""Yes. We cannot allow any infrastructure to be built that poses a danger"", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 29"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""wi26-benami-housing"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Proposes dense-housing incentives, building-code changes and investment in condos, duplexes and cooperatives."", ""quote"": ""allow for single-stairway buildings"", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 35"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""wi26-benami-health"", ""topic"": ""healthcare"", ""kind"": ""policy_position"", ""claim_summary"": ""Proposes a BadgerCare public option; the questionnaire does not support labeling this candidate indifferent to public healthcare."", ""quote"": ""creating a Badgercare public option"", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 17"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""exc-hist-c-35-030"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate-controlled platform; timing remains unverified."", ""quote"": ""allow them to build housing that has the primary goal of affordability, not profitability"", ""source_url"": ""https://www.voteisaia.com/platform"", ""locator"": ""paragraph 31"", ""source_type"": ""campaign_platform"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-e87b28f84c6a49987afa,2026-08-11,State Assembly,District 76,Juliana Bennett,endorsed,campaign_strategy_and_framing | climate_environment | housing | labor_economy,4,1,0,"[{""excerpt_id"": ""wi26-bennett-data-centers"", ""topic"": ""climate_energy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports a moratorium until strong safeguards are enacted, ending tax exemptions and NDAs, and holding operators responsible for environmental and utility burdens."", ""quote"": ""We must put a moratorium on hyperscale data centers"", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 32"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""wi26-bennett-rent-control"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports restoring the legal ability to regulate rents, along with shifting data-center tax subsidies toward housing."", ""quote"": ""We’ll legalize rent control"", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 14"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""wi26-bennett-housing"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Proposes redirecting data-center tax benefits toward housing, re-legalizing rent control and changing school finance to ease property taxes. Fiscal totals and projected effects remain campaign claims."", ""quote"": ""use the $2 billion in tax breaks for data centers to build homes instead"", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 14"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""wi26-bennett-wage"", ""topic"": ""labor_economy"", ""kind"": ""policy_position"", ""claim_summary"": ""Proposes a $23 minimum wage indexed to living costs. No opponent's lower preferred wage is inferred from a less specific answer."", ""quote"": ""raise our minimum wage to $23/hr"", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 14"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""wi26-bennett-qualifications"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Presents local, federal-liaison and state legislative work, along with a named tax proposal, as distinguishing qualifications. The assertion that she alone has this experience is not independently certified."", ""quote"": ""experience in all levels of government"", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 26"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-e87b28f84c6a49987afa,2026-08-11,State Assembly,District 76,Tony Castañeda,opponent,climate_environment | education | housing | justice_and_public_safety,4,0,0,"[{""excerpt_id"": ""exc-hist-c-35-031"", ""topic"": ""education"", ""kind"": ""policy_position"", ""claim_summary"": ""Direct candidate interview quotation."", ""quote"": ""The state needs to better fund education"", ""source_url"": ""https://www.channel3000.com/news/local-jazz-artist-hopes-community-connection-can-take-him-to-legislature/article_77c8ea0e-ef0e-4eda-ad2c-de48c79bc0dc.html"", ""locator"": ""paragraph 148"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""wi26-castaneda-data-centers"", ""topic"": ""climate_energy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports a five-year moratorium to study environmental, water and utility-rate impacts."", ""quote"": ""During this 5 year moratorium"", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 30"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""wi26-castaneda-housing"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Would curb outside private-equity and hedge-fund purchases, retain local investment and build more rental homes."", ""quote"": ""Keep investment local. Build more rental housing."", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 36"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""wi26-castaneda-cannabis"", ""topic"": ""criminal_justice"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports recreational and medical cannabis legalization and argues that revenues could help fund education."", ""quote"": ""legalize marijuana completely for recreational and medicinal use"", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 12"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-e87b28f84c6a49987afa,2026-08-11,State Assembly,District 76,Zoe Sullivan,opponent,climate_environment | housing | transportation,3,0,0,"[{""excerpt_id"": ""exc-hist-c-35-032"", ""topic"": ""transportation"", ""kind"": ""policy_position"", ""claim_summary"": ""Direct candidate interview quotation."", ""quote"": ""a really solid transit system, you can reduce the number of cars on the road"", ""source_url"": ""https://www.channel3000.com/news/she-reported-on-the-issues-facing-wisconsin-now-she-wants-to-fix-them/article_ea4fedb9-f421-418a-aca5-9f84888c0c76.html"", ""locator"": ""paragraph 153"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""wi26-sullivan-data-centers"", ""topic"": ""climate_energy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports a moratorium and repeal of the tax credit subsidizing data-center projects."", ""quote"": ""I not only support a moratorium on hyperscale data centers"", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 33"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""wi26-sullivan-housing"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Proposes easier access to WHEDA housing funds and surplus-funded housing grants. The separate near-duplicate public-bank answer is not used as independent evidence here."", ""quote"": ""ease the restrictions on the $500 million dollar housing fund"", ""source_url"": ""https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76"", ""locator"": ""paragraph 15"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-e8ab7964ed1c0352d699,2018-06-26,US House,District 14,Alexandria Ocasio-Cortez,endorsed,campaign_strategy_and_framing | healthcare | housing | immigration,2,3,0,"[{""excerpt_id"": ""ny14-18-aoc-health-priority"", ""topic"": ""healthcare"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Lists expanded Medicare for All first in the guide's explicit Top Three Issues section."", ""quote"": ""Improved and Expanded Medicare-for-All"", ""source_url"": ""https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/alexandria-ocasio-cortez"", ""locator"": ""paragraph 106"", ""source_type"": ""official_voter_guide"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""ny14-18-aoc-ice"", ""topic"": ""immigration"", ""kind"": ""policy_position"", ""claim_summary"": ""Lists abolishing ICE alongside criminal-justice reform among her top issues."", ""quote"": ""Abolish ICE"", ""source_url"": ""https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/alexandria-ocasio-cortez"", ""locator"": ""paragraph 108"", ""source_type"": ""official_voter_guide"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""ny14-18-aoc-housing"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Includes housing as a right in her economic- and social-dignity agenda."", ""quote"": ""Housing as a Right"", ""source_url"": ""https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/alexandria-ocasio-cortez"", ""locator"": ""paragraph 127"", ""source_type"": ""official_voter_guide"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""ny14-18-aoc-funding"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""States that rejecting corporate PAC and lobbyist contributions allows prioritizing working-class families. No independent finance audit is inferred."", ""quote"": ""rejects money from corporate PACs and lobbyists"", ""source_url"": ""https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/alexandria-ocasio-cortez"", ""locator"": ""paragraph 129"", ""source_type"": ""official_voter_guide"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""ny14-18-aoc-urgency"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Criticizes Democrats for accepting high rents, expensive healthcare and underfunded education, and argues faster change requires political courage."", ""quote"": ""political courage"", ""source_url"": ""https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/alexandria-ocasio-cortez"", ""locator"": ""paragraph 128"", ""source_type"": ""official_voter_guide"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-e8ab7964ed1c0352d699,2018-06-26,US House,District 14,Joseph Crowley,opponent,campaign_strategy_and_framing | healthcare | immigration,2,2,0,"[{""excerpt_id"": ""ex-hist-e-24-0010"", ""topic"": ""healthcare"", ""kind"": ""policy_position"", ""claim_summary"": ""Promises expanded healthcare, a more just criminal-justice system, immigration reform and financial equality."", ""quote"": ""I will be your champion to expand health care"", ""source_url"": ""https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/joseph-crowley?languageType=English"", ""locator"": ""paragraph 126"", ""source_type"": ""official_voter_guide"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""ny14-18-crowley-health-priority"", ""topic"": ""healthcare"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Lists healthcare first in the same Top Three Issues format; does not specify an insurance model in that item."", ""quote"": ""Health care"", ""source_url"": ""https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/joseph-crowley?languageType=English"", ""locator"": ""paragraph 106"", ""source_type"": ""official_voter_guide"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""ny14-18-crowley-immigration"", ""topic"": ""immigration"", ""kind"": ""policy_position"", ""claim_summary"": ""Promises comprehensive immigration reform and a welcoming community; this statement does not establish a position on abolishing ICE."", ""quote"": ""pass comprehensive immigration reform"", ""source_url"": ""https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/joseph-crowley?languageType=English"", ""locator"": ""paragraph 126"", ""source_type"": ""official_voter_guide"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""ny14-18-crowley-congress-frame"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Frames Congress acting for working people as the way to expand healthcare, improve criminal justice and secure financial equality."", ""quote"": ""Congress fights for hard-working Americans"", ""source_url"": ""https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/joseph-crowley?languageType=English"", ""locator"": ""paragraph 126"", ""source_type"": ""official_voter_guide"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-e8d8bf3d5cbd3d734a6f,2020-03-03,US House,District 4,Daniel Ulysses Lockwood,endorsed,campaign_strategy_and_framing | education | foreign_policy | healthcare | labor | technology,5,1,0,"[{""excerpt_id"": ""nc20-lockwood-health"", ""topic"": ""healthcare"", ""kind"": ""policy_position"", ""claim_summary"": ""Pledges a comprehensive Medicare for All bill and presents universal coverage as a central priority."", ""quote"": ""pass a comprehensive Medicare for All bill"", ""source_url"": ""https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf"", ""locator"": ""paragraph 20"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""nc20-lockwood-privacy"", ""topic"": ""technology"", ""kind"": ""policy_position"", ""claim_summary"": ""Calls for data protections and regulation, using European GDPR as a starting point. His description of existing privacy rules is not independent legal guidance."", ""quote"": ""protect user data and privacy"", ""source_url"": ""https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf"", ""locator"": ""paragraph 20"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""nc20-lockwood-organizing"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Describes representation through presence, organizing and direct action alongside legislative work."", ""quote"": ""show up for direct action"", ""source_url"": ""https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf"", ""locator"": ""paragraph 20"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""nc20-lockwood-foreign"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Calls for disengagement from Middle East wars, ending certain military support and redirecting resources toward rebuilding communities rather than controlling oil."", ""quote"": ""stop arms sales to Saudi Arabia"", ""source_url"": ""https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf"", ""locator"": ""paragraph 20"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""nc20-lockwood-wage"", ""topic"": ""labor"", ""kind"": ""policy_position"", ""claim_summary"": ""Proposes a $15 minimum wage. No corresponding Price position is invented from silence in the selected answer."", ""quote"": ""a $15 minimum wage"", ""source_url"": ""https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf"", ""locator"": ""paragraph 20"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""nc20-lockwood-school-support"", ""topic"": ""education"", ""kind"": ""policy_position"", ""claim_summary"": ""Proposes free school meals, facility improvements and more social workers/counselors, alongside changes to school-resource-officer deployment. This is not confused with the separate question of college affordability."", ""quote"": ""at least one free hot meal to students per day"", ""source_url"": ""https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf"", ""locator"": ""paragraph 20"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-e8d8bf3d5cbd3d734a6f,2020-03-03,US House,District 4,David E. Price,opponent,campaign_strategy_and_framing | democratic_reform | foreign_policy | healthcare | technology,4,1,0,"[{""excerpt_id"": ""nc20-price-health"", ""topic"": ""healthcare"", ""kind"": ""policy_position"", ""claim_summary"": ""Calls for Medicaid expansion and protecting/improving the ACA on a path to universal coverage. This answer does not specify a public option or prove blanket opposition to single payer."", ""quote"": ""North Carolina must expand Medicaid"", ""source_url"": ""https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf"", ""locator"": ""paragraph 21"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""nc20-price-privacy"", ""topic"": ""technology"", ""kind"": ""policy_position"", ""claim_summary"": ""Calls for comprehensive privacy/security legislation and clearer explanations of how companies store and use personal data."", ""quote"": ""ensure the privacy and security"", ""source_url"": ""https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf"", ""locator"": ""paragraph 21"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""nc20-price-organizing"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Emphasizes committee leadership and bipartisan passage of housing and transportation appropriations. This does not establish opposition to constituent organizing."", ""quote"": ""work on a bipartisan basis"", ""source_url"": ""https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf"", ""locator"": ""paragraph 21"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""nc20-price-foreign"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Emphasizes diplomacy, democracy, the rule of law and protection for people displaced by conflict and climate change. No unmentioned weapons-transfer position is inferred."", ""quote"": ""protect people displaced by conflict and climate change"", ""source_url"": ""https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf"", ""locator"": ""paragraph 21"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""nc20-price-campaign-finance"", ""topic"": ""democratic_reform"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports campaign-finance disclosure, Super PAC donor transparency and public financing to reduce special-interest influence."", ""quote"": ""establish public financing for campaigns"", ""source_url"": ""https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf"", ""locator"": ""paragraph 21"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
