comparison_id,race_id,election_date,topic,relationship,analysis,review_method,timing_status,candidate_name,candidate_excerpt_id,candidate_quote,candidate_source_url,candidate_publication_date,candidate_locators,candidate_source_sha256,candidate_timing_status,opponent_name,opponent_excerpt_id,opponent_quote,opponent_source_url,opponent_publication_date,opponent_locators,opponent_source_sha256,opponent_timing_status,representation_kind,comparison_scope,election_timing,candidate_source_speaker_name,candidate_archive_url,candidate_capture_date,candidate_reviewed_locator,candidate_ballot_name,candidate_ballot_party,candidate_identity_resolution,candidate_identity_evidence_ids,candidate_identity_review_notes,opponent_source_speaker_name,opponent_archive_url,opponent_capture_date,opponent_reviewed_locator,opponent_ballot_name,opponent_ballot_party,opponent_identity_resolution,opponent_identity_evidence_ids,opponent_identity_review_notes,identity_resolution,identity_caveat,candidate_publication_month,candidate_source_type,opponent_publication_month,opponent_source_type
az25-schubert-sinex-strategy,race-a392fccdcf3d58c3c5a9,2025-08-05,campaign_approach,different_emphasis,Schubert emphasizes community organizing and navigating local decisions; Sinex describes an ideas-first campaign. Neither self-description is an independent assessment of competence.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Miranda Schubert,az25-schubert-organizing,the perspective of a community organizer,https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/,2025-07-10,paragraph 95,b0cb66cbf38d5cc99cafbd64c0d1fd5b9b3115320934421cfd4bd26c386f5c5a,verified_publisher_revision_date,James Sinex,az25-sinex-ideas,I’m running an ideas-first campaign,https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/,2025-07-10,paragraph 102,b0cb66cbf38d5cc99cafbd64c0d1fd5b9b3115320934421cfd4bd26c386f5c5a,verified_publisher_revision_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
az25-schubert-rockafellow-budget,race-a392fccdcf3d58c3c5a9,2025-08-05,campaign_approach,different_emphasis,"Schubert foregrounds values expressed through investment; Rockafellow foregrounds protecting core services during shortfalls. This is a rhetorical distinction, not proof that either rejects fiscal constraints or essential services.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Miranda Schubert,az25-schubert-budget,it’s a moral document,https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/,2025-07-10,paragraph 150,b0cb66cbf38d5cc99cafbd64c0d1fd5b9b3115320934421cfd4bd26c386f5c5a,verified_publisher_revision_date,"Leighton H. Rockafellow, Jr.",az25-rockafellow-budget,should not be taken away from those core services,https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/,2025-07-10,paragraph 155,b0cb66cbf38d5cc99cafbd64c0d1fd5b9b3115320934421cfd4bd26c386f5c5a,verified_publisher_revision_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
az25-schubert-rockafellow-homelessness,race-a392fccdcf3d58c3c5a9,2025-08-05,campaign_approach,different_emphasis,"Schubert emphasizes providing places and support for unhoused people; Rockafellow emphasizes an urgent crisis and links it to public safety. His causal language is preserved as his framing, not a verified generalization about unhoused residents.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Miranda Schubert,az25-schubert-homelessness-frame,we need to offer people a place to be,https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/,2025-07-10,paragraph 187,b0cb66cbf38d5cc99cafbd64c0d1fd5b9b3115320934421cfd4bd26c386f5c5a,verified_publisher_revision_date,"Leighton H. Rockafellow, Jr.",az25-rockafellow-homelessness-frame,"are having to turn to crime, property crime and theft",https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/,2025-07-10,paragraph 191,b0cb66cbf38d5cc99cafbd64c0d1fd5b9b3115320934421cfd4bd26c386f5c5a,verified_publisher_revision_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
az25-schubert-sinex-homelessness,race-a392fccdcf3d58c3c5a9,2025-08-05,campaign_approach,different_emphasis,Schubert stresses the need to provide places for people; Sinex challenges promises of total elimination. The latter is not interpreted as opposing assistance.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Miranda Schubert,az25-schubert-homelessness-frame,we need to offer people a place to be,https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/,2025-07-10,paragraph 187,b0cb66cbf38d5cc99cafbd64c0d1fd5b9b3115320934421cfd4bd26c386f5c5a,verified_publisher_revision_date,James Sinex,az25-sinex-homelessness-frame,Homelessness is older than the written word.,https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/,2025-07-10,paragraph 197,b0cb66cbf38d5cc99cafbd64c0d1fd5b9b3115320934421cfd4bd26c386f5c5a,verified_publisher_revision_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
or26-fireside-rodley-taxes,race-ac20ab59155880ab9c39,2026-05-19,tax_policy,different_emphasis,Fireside names very-high-earner revenue; Rodley describes an impact-based approach to taxes and cuts. The less specific Rodley statement does not establish opposition to that revenue source.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Ky Fireside,or26-fireside-taxes,collecting revenue from CEOs making millions and millions of dollars,https://www.klcc.org/politics-government/2026-04-16/democrats-compete-to-replace-springfields-john-lively-in-oregon-legislature,2026-04-16,paragraph 216,cb5fbf6ed697c9cdd2485c4d703ec3a7ef9a72c49ed22cb7cbac8fb12786a0ef,verified_publisher_revision_date,Kori Rodley,or26-rodley-taxes,prioritize the people who are most impacted,https://www.klcc.org/politics-government/2026-04-16/democrats-compete-to-replace-springfields-john-lively-in-oregon-legislature,2026-04-16,paragraph 203,cb5fbf6ed697c9cdd2485c4d703ec3a7ef9a72c49ed22cb7cbac8fb12786a0ef,verified_publisher_revision_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
or26-fireside-huffman-strategy,race-ac20ab59155880ab9c39,2026-05-19,campaign_approach,different_emphasis,"Fireside emphasizes sincerity and understanding daily struggles; Huffman emphasizes civil deliberation. These are different presentation emphases, not mutually exclusive virtues or proof of ideological incompatibility.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Ky Fireside,or26-fireside-appeal,"a real, sincere person that seems to understand those kinds of struggles",https://www.klcc.org/politics-government/2026-04-16/democrats-compete-to-replace-springfields-john-lively-in-oregon-legislature,2026-04-16,paragraph 237,cb5fbf6ed697c9cdd2485c4d703ec3a7ef9a72c49ed22cb7cbac8fb12786a0ef,verified_publisher_revision_date,KC Huffman,or26-huffman-dialogue,we can disagree and have honest debate on issues,https://www.klcc.org/politics-government/2026-04-16/democrats-compete-to-replace-springfields-john-lively-in-oregon-legislature,2026-04-16,paragraph 221,cb5fbf6ed697c9cdd2485c4d703ec3a7ef9a72c49ed22cb7cbac8fb12786a0ef,verified_publisher_revision_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
pa23-leuba-oconnor-transparency,race-e998c1da8d59c9a7b9df,2023-05-16,democratic_reform,different_mechanism,"Leuba emphasizes obtaining withheld records for public requesters; O'Connor emphasizes dashboards, searchable contracts and budget disclosure. These transparency mechanisms can complement one another.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Darwin Leuba,pa23-leuba-transparency,directly obtain information for requesters,https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-controller-leuba-oconnor,2023-04-18,paragraph 204,cc050af1f95457a23d2502d350587e7e72a19e3fea7889e51d29c001e2f9b33a,verified_publisher_revision_date,Corey O’Connor,pa23-oconnor-transparency,publish our office’s data dashboard,https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-controller-leuba-oconnor,2023-04-18,paragraph 227,cc050af1f95457a23d2502d350587e7e72a19e3fea7889e51d29c001e2f9b33a,verified_publisher_revision_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
pa23-leuba-oconnor-jail,race-e998c1da8d59c9a7b9df,2023-05-16,criminal_justice,different_strategy,"Leuba would use his seat to ask excluded public questions; O'Connor seeks more state-granted authority for the board. Both identify accountability problems, using different proposed routes.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Darwin Leuba,pa23-leuba-jail,ask the public’s questions during public meetings,https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-controller-leuba-oconnor,2023-04-18,paragraph 208,cc050af1f95457a23d2502d350587e7e72a19e3fea7889e51d29c001e2f9b33a,verified_publisher_revision_date,Corey O’Connor,pa23-oconnor-jail,Additional powers from the state giving the board more autonomy,https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-controller-leuba-oconnor,2023-04-18,paragraph 234,cc050af1f95457a23d2502d350587e7e72a19e3fea7889e51d29c001e2f9b33a,verified_publisher_revision_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
pa23-leuba-oconnor-staffing,race-e998c1da8d59c9a7b9df,2023-05-16,public_administration,shared_position,"Both call attention to inadequate county staffing and the need to strengthen service capacity, rather than treating every fiscal-watchdog candidate as favoring staff cuts.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Darwin Leuba,pa23-leuba-staffing,county departments are severely understaffed,https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-controller-leuba-oconnor,2023-04-18,paragraph 210,cc050af1f95457a23d2502d350587e7e72a19e3fea7889e51d29c001e2f9b33a,verified_publisher_revision_date,Corey O’Connor,pa23-oconnor-staffing,strengthen our staffing levels,https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-controller-leuba-oconnor,2023-04-18,paragraph 239,cc050af1f95457a23d2502d350587e7e72a19e3fea7889e51d29c001e2f9b33a,verified_publisher_revision_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
pa23-leuba-oconnor-independence,race-e998c1da8d59c9a7b9df,2023-05-16,campaign_approach,different_emphasis,Leuba emphasizes donor independence and public legal challenges; O'Connor emphasizes his voting record and ethics proposals. Neither candidate's assertions about independence are independently certified by this comparison.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Darwin Leuba,pa23-leuba-independence,I provide blunt scrutiny and take necessary legal action,https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-controller-leuba-oconnor,2023-04-18,paragraph 206,cc050af1f95457a23d2502d350587e7e72a19e3fea7889e51d29c001e2f9b33a,verified_publisher_revision_date,Corey O’Connor,pa23-oconnor-independence,"independent, unbought, and unbiased",https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-controller-leuba-oconnor,2023-04-18,paragraph 232,cc050af1f95457a23d2502d350587e7e72a19e3fea7889e51d29c001e2f9b33a,verified_publisher_revision_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny24-shrestha-madden-strategy,race-740085b1e14034609354,2024-06-25,campaign_approach,different_emphasis,"Shrestha presents the district as a leader in statewide change; Madden emphasizes hands-on local responsiveness and service delivery. The difference is stated emphasis, not proof that either rejects the other's goals.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Sarahana Shrestha,ny24-shrestha-strategy,this district I represent is hungry to lead the state,https://hudsonvalleyone.com/2024/06/19/shrestha-and-madden-debate-one-last-time-before-the-primary/,2024-06-19,paragraph 101,1ef73de5b05a4abd28ad2aef2b906c58b4ae85e7a5d9de24e702561ff2195785,verified_publisher_revision_date,Gabi Madden,ny24-madden-strategy,work hand in hand with them to put forward real solutions,https://hudsonvalleyone.com/2024/06/19/shrestha-and-madden-debate-one-last-time-before-the-primary/,2024-06-19,paragraph 82,1ef73de5b05a4abd28ad2aef2b906c58b4ae85e7a5d9de24e702561ff2195785,verified_publisher_revision_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_debate_report,,candidate_debate_report
ny24-shrestha-madden-donors,race-740085b1e14034609354,2024-06-25,campaign_approach,different_emphasis,Shrestha questions corporate contributions when public financing is available; Madden rejects treating contributions as proof of policy commitments. Their campaign-finance arguments do not substitute for direct evidence of specific policy positions.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Sarahana Shrestha,ny24-shrestha-donors,Why do we need these corporate donations,https://hudsonvalleyone.com/2024/06/19/shrestha-and-madden-debate-one-last-time-before-the-primary/,2024-06-19,paragraph 98,1ef73de5b05a4abd28ad2aef2b906c58b4ae85e7a5d9de24e702561ff2195785,verified_publisher_revision_date,Gabi Madden,ny24-madden-donors,A contribution does not equate to a position on policy.,https://hudsonvalleyone.com/2024/06/19/shrestha-and-madden-debate-one-last-time-before-the-primary/,2024-06-19,paragraph 95,1ef73de5b05a4abd28ad2aef2b906c58b4ae85e7a5d9de24e702561ff2195785,verified_publisher_revision_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_debate_report,,candidate_debate_report
pa24-cass-blackwell-infrastructure,race-db12d296fd5fe40602af,2024-04-23,public_infrastructure,different_strategy,Green emphasizes public ownership and rejects privatizing public goods; Blackwell is open to private infrastructure and partnerships subject to public input and inclusion requirements. This describes their stated delivery strategies.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Cass Green,pa24-cass-infrastructure,"We need to maintain and expand public goods, not privatize them.",https://drive.google.com/file/d/1UqFu6JXMdNmPb5WcNl4AomysVVM2sr-H/view?usp=share_link,,paragraph 4,2e94cff1d8c31d3760619d04a2db734cb985a54e67dd4ce0a2761f9b82c1e00f,verified_publisher_release_bound,Sajda Blackwell,pa24-blackwell-infrastructure,considering both privatized infrastructure initiatives and public–private partnerships,https://drive.google.com/file/d/1rsBBT36n35HZaVxnEoqZt1xnWlpqDQP-/view?usp=share_link,,paragraph 5,24612c970526571b9ed7d758ae11df80aa0c110682e06b882ec7f35e44ce7cda,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
pa24-cass-blackwell-climate,race-db12d296fd5fe40602af,2024-04-23,climate_energy,shared_position,"Both explicitly support a Pennsylvania Green New Deal, although their detailed programs and financing emphases are not identical.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Cass Green,pa24-cass-climate,I support the passing of a statewide Green New Deal,https://drive.google.com/file/d/1UqFu6JXMdNmPb5WcNl4AomysVVM2sr-H/view?usp=share_link,,paragraph 5,2e94cff1d8c31d3760619d04a2db734cb985a54e67dd4ce0a2761f9b82c1e00f,verified_publisher_release_bound,Sajda Blackwell,pa24-blackwell-climate,I wholeheartedly support a Green New Deal (GND) for Pennsylvania,https://drive.google.com/file/d/1rsBBT36n35HZaVxnEoqZt1xnWlpqDQP-/view?usp=share_link,,paragraph 6,24612c970526571b9ed7d758ae11df80aa0c110682e06b882ec7f35e44ce7cda,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
pa24-cass-blackwell-charters,race-db12d296fd5fe40602af,2024-04-23,education,explicit_disagreement,Green marks yes and Blackwell marks no on the same question about a moratorium on all new charter schools. The unelaborated Blackwell response is not generalized into support for every form of school privatization.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Cass Green,pa24-cass-charters,YES [X],https://drive.google.com/file/d/1UqFu6JXMdNmPb5WcNl4AomysVVM2sr-H/view?usp=share_link,,paragraph 6,2e94cff1d8c31d3760619d04a2db734cb985a54e67dd4ce0a2761f9b82c1e00f,verified_publisher_release_bound,Sajda Blackwell,pa24-blackwell-charters,NO [ X],https://drive.google.com/file/d/1rsBBT36n35HZaVxnEoqZt1xnWlpqDQP-/view?usp=share_link,,paragraph 9,24612c970526571b9ed7d758ae11df80aa0c110682e06b882ec7f35e44ce7cda,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
pa24-cass-blackwell-health,race-db12d296fd5fe40602af,2024-04-23,healthcare,shared_position,Both mark support for state single payer covering residents regardless of documentation status. Their differences on other issues do not erase this agreement.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Cass Green,pa24-cass-health,YES [X],https://drive.google.com/file/d/1UqFu6JXMdNmPb5WcNl4AomysVVM2sr-H/view?usp=share_link,,paragraph 6,2e94cff1d8c31d3760619d04a2db734cb985a54e67dd4ce0a2761f9b82c1e00f,verified_publisher_release_bound,Sajda Blackwell,pa24-blackwell-health,YES [X ],https://drive.google.com/file/d/1rsBBT36n35HZaVxnEoqZt1xnWlpqDQP-/view?usp=share_link,,paragraph 9,24612c970526571b9ed7d758ae11df80aa0c110682e06b882ec7f35e44ce7cda,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
pa24-cass-blackwell-death-penalty,race-db12d296fd5fe40602af,2024-04-23,criminal_justice,explicit_disagreement,Green marks support for ending the death penalty in all cases; Blackwell marks opposition to that universal abolition proposition. No specific exception or sentencing policy is invented for Blackwell.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Cass Green,pa24-cass-death-penalty,YES [X],https://drive.google.com/file/d/1UqFu6JXMdNmPb5WcNl4AomysVVM2sr-H/view?usp=share_link,,paragraph 8,2e94cff1d8c31d3760619d04a2db734cb985a54e67dd4ce0a2761f9b82c1e00f,verified_publisher_release_bound,Sajda Blackwell,pa24-blackwell-death-penalty,NO [X],https://drive.google.com/file/d/1rsBBT36n35HZaVxnEoqZt1xnWlpqDQP-/view?usp=share_link,,paragraph 10,24612c970526571b9ed7d758ae11df80aa0c110682e06b882ec7f35e44ce7cda,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
pa24-cass-blackwell-strategy,race-db12d296fd5fe40602af,2024-04-23,campaign_approach,different_emphasis,Green emphasizes progressive legislative and movement coalitions; Blackwell emphasizes bipartisan agreement around nonprofit delivery and measurable results. Both describe coalition work rather than categorical refusal to cooperate.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Cass Green,pa24-cass-strategy,building coalitions with other aligned elected officials,https://drive.google.com/file/d/1UqFu6JXMdNmPb5WcNl4AomysVVM2sr-H/view?usp=share_link,,paragraph 3,2e94cff1d8c31d3760619d04a2db734cb985a54e67dd4ce0a2761f9b82c1e00f,verified_publisher_release_bound,Sajda Blackwell,pa24-blackwell-strategy,build bipartisan support by emphasizing the measurable successes achieved by non-profits,https://drive.google.com/file/d/1rsBBT36n35HZaVxnEoqZt1xnWlpqDQP-/view?usp=share_link,,paragraph 3,24612c970526571b9ed7d758ae11df80aa0c110682e06b882ec7f35e44ce7cda,verified_publisher_release_bound,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny24-valdez-carmona-housing,race-440dcbc50602efe64cb3,2024-06-25,housing,different_strategy,"Valdez names social-housing institutions and tenant power; Carmona emphasizes targeted housing, enforceable anti-discrimination protections and supportive services. These strategies can coexist, and Carmona's answer does not establish rejection of public housing.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Claire Valdez,ny24-valdez-housing,creating a Social Housing Development Authority,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 52,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,Johanna Carmona,ny24-carmona-housing,targeted interventions to support these groups,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 46,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny24-valdez-carmona-safety,race-440dcbc50602efe64cb3,2024-06-25,public_safety,different_emphasis,Valdez foregrounds community services and decriminalization; Carmona combines oversight and training with diversion and community-based responses. Both discuss alternatives to incarceration.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Claire Valdez,ny24-valdez-safety,community-based social services that address the root causes,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 53,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,Johanna Carmona,ny24-carmona-safety,independent oversight bodies with the power to investigate complaints,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 45,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny24-valdez-carmona-sex-work,race-440dcbc50602efe64cb3,2024-06-25,criminal_justice,shared_position,"Both support the named sex-work decriminalization bill. Carmona's shorter affirmative remains an actual commitment, not a weaker or contrary stance inferred from answer length.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Claire Valdez,ny24-valdez-sex-work,passing A8605/S4396 for sex work decriminalization,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 53,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,Johanna Carmona,ny24-carmona-sex-work,Yes. I support this bill.,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 49,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny24-valdez-carmona-abortion,race-440dcbc50602efe64cb3,2024-06-25,reproductive_rights,shared_position,"Both support practical and financial help for people seeking reproductive care, although they do not supply identical program designs.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Claire Valdez,ny24-valdez-abortion,funding grants to those seeking an abortion,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 54,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,Johanna Carmona,ny24-carmona-abortion,from logistical support to financial assistance,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 47,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny24-valdez-carmona-strategy,race-440dcbc50602efe64cb3,2024-06-25,campaign_approach,different_emphasis,"Valdez foregrounds union organizing and worker power; Carmona foregrounds legal advocacy and public service. Both describe community participation, so these are differences of emphasis rather than exclusive categories.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Claire Valdez,ny24-valdez-organizing,fight to empower members to demand the fair wages and respect we deserve,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 51,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,Johanna Carmona,ny24-carmona-organizing,my current role as a public servant and legal advocate,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 41,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny24-gallagher-simpkins-housing,race-a9e9e45fbefba85dea2e,2024-06-25,housing,different_strategy,Gallagher proposes large-scale permanent public/community housing and criticizes reliance on temporary private incentives. Simpkins proposes investment and tax incentives with labor and affordability conditions. The answer does not establish that Simpkins endorses every existing subsidy model Gallagher criticizes.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Emily E. Gallagher,ny24-gallagher-housing,Social Housing Development Authority,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 89,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,Anathea C. Simpkins,ny24-simpkins-housing,smart tax incentives that prioritize labor protections,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 83,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
