comparison_id,race_id,election_date,topic,relationship,analysis,review_method,timing_status,candidate_name,candidate_excerpt_id,candidate_quote,candidate_source_url,candidate_publication_date,candidate_locators,candidate_source_sha256,candidate_timing_status,opponent_name,opponent_excerpt_id,opponent_quote,opponent_source_url,opponent_publication_date,opponent_locators,opponent_source_sha256,opponent_timing_status,representation_kind,comparison_scope,election_timing,candidate_source_speaker_name,candidate_archive_url,candidate_capture_date,candidate_reviewed_locator,candidate_ballot_name,candidate_ballot_party,candidate_identity_resolution,candidate_identity_evidence_ids,candidate_identity_review_notes,opponent_source_speaker_name,opponent_archive_url,opponent_capture_date,opponent_reviewed_locator,opponent_ballot_name,opponent_ballot_party,opponent_identity_resolution,opponent_identity_evidence_ids,opponent_identity_review_notes,identity_resolution,identity_caveat,candidate_publication_month,candidate_source_type,opponent_publication_month,opponent_source_type,timing_caveat
ky20-fenwick-mulvihill-development,race-545d24c0467c329fe6e1,2020-06-23,housing,different_emphasis,"Fenwick stresses anti-displacement investment and implementing neighborhood plans; Mulvihill stresses business-corridor renewal, aging-in-place housing and connectivity. Both discuss neighborhood quality of life with different priorities.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Ryan Fenwick,ky20-fenwick-development,without driving out our long-term residents,https://www.lpm.org/news/2020-06-17/kentucky-primary-2020-louisville-metro-council-district-10,2020-06-17,paragraph 276,6599921dbf9218f75f14791daaec1e2decef9191f9e499fa7719264226c48d6d,pre_primary_time_unverified,Pat Mulvihill,ky20-mulvihill-development,resident-centered economic development,https://www.lpm.org/news/2020-06-17/kentucky-primary-2020-louisville-metro-council-district-10,2020-06-17,paragraph 273,6599921dbf9218f75f14791daaec1e2decef9191f9e499fa7719264226c48d6d,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
or20-canning-defazio-health,race-fb8880263e03b2c97832,2020-05-19,healthcare,shared_position,Both state a universal-access healthcare goal. Canning explicitly names Medicare for All; DeFazio's selected statement does not specify the same financing system. The broader shared goal is not treated as proof of identical plans.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Doyle Canning,or20-canning-health,Champion Medicare for All to cover us all,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 32,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,pre_primary_time_unverified,Peter DeFazio,or20-defazio-health,everyone has access to quality health care,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 32,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_submitted_official_voter_guide,,candidate_submitted_official_voter_guide,At least one authentic source has an unverified pre-primary publication/version.
or20-canning-defazio-climate,race-fb8880263e03b2c97832,2020-05-19,climate_energy,different_emphasis,"Canning foregrounds rural investment and local clean energy; DeFazio foregrounds a green transportation plan and his Green New Deal co-sponsorship. Both support climate action, and their proposals can complement one another.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Doyle Canning,or20-canning-climate,bring locally made clean energy here,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 32,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,pre_primary_time_unverified,Peter DeFazio,or20-defazio-climate,electrify our highways,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 32,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_submitted_official_voter_guide,,candidate_submitted_official_voter_guide,At least one authentic source has an unverified pre-primary publication/version.
or20-canning-defazio-corporate-frame,race-fb8880263e03b2c97832,2020-05-19,campaign_approach,different_emphasis,Canning foregrounds donor independence and movement change; DeFazio foregrounds corporate oversight and his legislative record. His actual submitted statement is used rather than positions from a later leadership PAC or letters written by supporters.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Doyle Canning,or20-canning-corporate-frame,Has never taken a dime from the fossil fuel industry,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 32,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,pre_primary_time_unverified,Peter DeFazio,or20-defazio-corporate-frame,holding Boeing accountable,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 32,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_submitted_official_voter_guide,,candidate_submitted_official_voter_guide,At least one authentic source has an unverified pre-primary publication/version.
or20-gamba-schrader-health,race-9d82dba19c1d7ed773d0,2020-05-19,healthcare,shared_position,"Both campaigns describe universal healthcare as a goal, although their mechanisms are not shown to be identical. Gamba's separate allegation that Schrader opposes universal care is not substituted for Schrader's own statement.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Mark F Gamba,or20-gamba-health,"Mark supports universal healthcare, including long-term care",https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 35,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,pre_primary_time_unverified,Kurt Schrader,or20-schrader-health,Kurt has worked for univer- sal healthcare,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 34,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_submitted_official_voter_guide,,candidate_submitted_official_voter_guide,At least one authentic source has an unverified pre-primary publication/version.
or20-gamba-reynolds-health,race-9d82dba19c1d7ed773d0,2020-05-19,healthcare,shared_position,"Both affirm healthcare for everyone. The pamphlet does not establish identical financing, coverage or implementation details.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Mark F Gamba,or20-gamba-health,"Mark supports universal healthcare, including long-term care",https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 35,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,pre_primary_time_unverified,Blair G Reynolds,or20-reynolds-health,We need healthcare. For all. NOW.,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 34,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_submitted_official_voter_guide,,candidate_submitted_official_voter_guide,At least one authentic source has an unverified pre-primary publication/version.
or20-gamba-schrader-climate,race-9d82dba19c1d7ed773d0,2020-05-19,climate_energy,different_mechanism,"Gamba names the Green New Deal; Schrader names rejoining Paris and power-plant emissions legislation. These are distinct named approaches, not a fabricated climate-action-versus-denial split.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Mark F Gamba,or20-gamba-climate,Mark is fighting for the Green New Deal,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 35,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,pre_primary_time_unverified,Kurt Schrader,or20-schrader-climate,pushing to rejoin the Paris Climate Accords,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 34,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_submitted_official_voter_guide,,candidate_submitted_official_voter_guide,At least one authentic source has an unverified pre-primary publication/version.
or20-gamba-reynolds-priorities,race-9d82dba19c1d7ed773d0,2020-05-19,campaign_approach,different_emphasis,"Gamba presents climate as the defining issue; Reynolds structures his statement around basic income, healthcare and democratic reform. This is a comparison of stated emphasis in this publication, not a complete campaign-message frequency measure.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Mark F Gamba,or20-gamba-priorities,Climate Crisis is the defining issue of the 21st century,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 35,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,pre_primary_time_unverified,Blair G Reynolds,or20-reynolds-priorities,a platform of three basic principles,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 34,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_submitted_official_voter_guide,,candidate_submitted_official_voter_guide,At least one authentic source has an unverified pre-primary publication/version.
tx20-sloan-oliver-gnd,race-a79342159e3444bf6767,2020-03-03,climate_energy,shared_position,Both available campaign versions affirm a Green New Deal. Oliver's exact retained issues-page version is post-primary and the comparison remains explicitly timing-qualified.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Heidi Sloan,tx20-sloan-gnd,a Green New Deal,https://heidisloan.com/,,paragraph 31,a61ebad4954dba93cd20b7a9f971501666b5fe58c9cd41acec68bf7f276f6841,verified_archive_capture,Julie Oliver,tx20-oliver-gnd,a Green New Deal,https://www.julieoliver.org/issues,,paragraph 19,0bb394f0527adcb8f04fce5379bb94b7f532e3bb14bea3f8cbfb84fe8ea988ef,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,https://web.archive.org/web/20200227135655id_/https://heidisloan.com/,2020-02-27,,,,,,,,https://web.archive.org/web/20200404015309id_/https://www.julieoliver.org/issues,2020-04-04,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,campaign_platform,,campaign_platform,At least one authentic source has an unverified pre-primary publication/version.
ms18-bohren-baria-health,race-145ef0f5b3eee7d39938,2018-06-05,healthcare,shared_position,Both state a healthcare-for-all goal. Bohren specifies single payer; Baria's broader answer does not establish the same financing mechanism or an opposing one.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Jensen Bohren,ms18-bohren-health,A single-payer healthcare system that passes tax dollars to the healthcare providers,https://www.mississippifreepress.org/candidate-questionnaire-jensen-bohren/,2018-05-30,paragraph 199,52b9e6eba0ac1d82bba7b5de8cfb8577b63c0e517b1f6768912dd07eba494d57,pre_primary_time_unverified,David Baria,ms18-baria-health,Quality and affordable healthcare for all,https://www.mississippifreepress.org/candidate-questionnaire-david-baria/,2018-05-30,paragraph 199,0921f5c8bed301e276929f4d4dfbb2db25dd51018c096595bcfa6a39ef037bef,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ms18-bohren-sherman-health,race-145ef0f5b3eee7d39938,2018-06-05,healthcare,different_mechanism,"Bohren names single-payer financing; Sherman names Medicaid expansion and changes in care delivery. The proposals differ, but Sherman does not explicitly reject single payer in this answer.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Jensen Bohren,ms18-bohren-health,A single-payer healthcare system that passes tax dollars to the healthcare providers,https://www.mississippifreepress.org/candidate-questionnaire-jensen-bohren/,2018-05-30,paragraph 199,52b9e6eba0ac1d82bba7b5de8cfb8577b63c0e517b1f6768912dd07eba494d57,pre_primary_time_unverified,Howard Sherman,ms18-sherman-health,"legislation that expands Medicaid, promotes technologies like telemedicine and medical tourism",https://www.mississippifreepress.org/candidate-questionnaire-howard-sherman/,2018-05-30,paragraph 205,425236345d3256483d8aa2ecfc6e8d77d138593b31b3a8d15c1ab056e4aebadf,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ms18-bohren-baria-strategy,race-145ef0f5b3eee7d39938,2018-06-05,campaign_approach,different_emphasis,"Bohren emphasizes a left platform and mobilizing overlooked voters; Baria emphasizes legislative experience, business knowledge and social justice. This is stated campaign framing, not a measure of actual effectiveness.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Jensen Bohren,ms18-bohren-strategy,present a true left-leaning candidate,https://www.mississippifreepress.org/candidate-questionnaire-jensen-bohren/,2018-05-30,paragraph 193,52b9e6eba0ac1d82bba7b5de8cfb8577b63c0e517b1f6768912dd07eba494d57,pre_primary_time_unverified,David Baria,ms18-baria-strategy,policy making knowledge and experience coupled with business acumen and a commitment to social justice,https://www.mississippifreepress.org/candidate-questionnaire-david-baria/,2018-05-30,paragraph 193,0921f5c8bed301e276929f4d4dfbb2db25dd51018c096595bcfa6a39ef037bef,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ms18-bohren-sherman-strategy,race-145ef0f5b3eee7d39938,2018-06-05,campaign_approach,different_strategy,Bohren argues against a centrist strategy aimed at Republican crossover voters; Sherman foregrounds cross-aisle work and private-sector problem-solving. Their actual words establish the contrast without inferring it from their occupations alone.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Jensen Bohren,ms18-bohren-strategy,present a true left-leaning candidate,https://www.mississippifreepress.org/candidate-questionnaire-jensen-bohren/,2018-05-30,paragraph 193,52b9e6eba0ac1d82bba7b5de8cfb8577b63c0e517b1f6768912dd07eba494d57,pre_primary_time_unverified,Howard Sherman,ms18-sherman-strategy,reach across the aisle,https://www.mississippifreepress.org/candidate-questionnaire-howard-sherman/,2018-05-30,paragraph 192,425236345d3256483d8aa2ecfc6e8d77d138593b31b3a8d15c1ab056e4aebadf,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ma20-markey-kennedy-voting,race-671431314d6098bad4f2,2020-09-01,democratic_reform,shared_position,Both support expanded mail voting. Markey names a national emergency-ballot mechanism; Kennedy foregrounds automatically mailing ballots in Massachusetts and broader permanent reforms.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Edward J. Markey,ma20-markey-mail-voting,no-excuse absentee vote-by-mail to all states,https://mavotertable.org/s/MA-Voter-Table-US-Senate-Primary-Questionnaire-Ed-Markey.pdf,,paragraph 1,76e109e752f8c6a0aa5cb7b436ddc9711acde5748f1b7c3e8a547234518647a1,pre_primary_time_unverified,"Joseph P. Kennedy, III",ma20-kennedy-mail-voting,mailing a ballot to every registered voter in the Commonwealth,https://mavotertable.org/s/MA-Voter-Table-US-Senate-Primary-Questionnaire-Joseph-Kennedy.pdf,,paragraph 1,cfd86fbc3b45fc19c7158091240a2798c8aed8a3761d336219ab2beae211770d,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ma20-markey-kennedy-reparations,race-671431314d6098bad4f2,2020-09-01,civil_rights,shared_position,"Both affirm a federal commission to develop reparations policy, naming the relevant Senate and House proposals.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Edward J. Markey,ma20-markey-reparations,a commission to develop reparations proposals,https://mavotertable.org/s/MA-Voter-Table-US-Senate-Primary-Questionnaire-Ed-Markey.pdf,,paragraph 2,76e109e752f8c6a0aa5cb7b436ddc9711acde5748f1b7c3e8a547234518647a1,pre_primary_time_unverified,"Joseph P. Kennedy, III",ma20-kennedy-reparations,create a commission to study the best way to implement a reparations policy,https://mavotertable.org/s/MA-Voter-Table-US-Senate-Primary-Questionnaire-Joseph-Kennedy.pdf,,paragraph 2,cfd86fbc3b45fc19c7158091240a2798c8aed8a3761d336219ab2beae211770d,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ma20-markey-kennedy-citizenship,race-671431314d6098bad4f2,2020-09-01,immigration,shared_position,"Both propose a citizenship pathway for the broader undocumented population, not only Dreamers.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Edward J. Markey,ma20-markey-citizenship,a pathway to citizenship for the entirety of the undocumented population,https://mavotertable.org/s/MA-Voter-Table-US-Senate-Primary-Questionnaire-Ed-Markey.pdf,,paragraph 3,76e109e752f8c6a0aa5cb7b436ddc9711acde5748f1b7c3e8a547234518647a1,pre_primary_time_unverified,"Joseph P. Kennedy, III",ma20-kennedy-citizenship,a reasonable and achievable pathway to citizenship for the 11 million undocumented residents,https://mavotertable.org/s/MA-Voter-Table-US-Senate-Primary-Questionnaire-Joseph-Kennedy.pdf,,paragraph 3,cfd86fbc3b45fc19c7158091240a2798c8aed8a3761d336219ab2beae211770d,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ma20-markey-kennedy-enforcement,race-671431314d6098bad4f2,2020-09-01,immigration,different_mechanism,"Markey emphasizes nonpunitive laws and rehabilitation; Kennedy specifies limits on local police-ICE cooperation, warrants and oversight. These reforms can coexist; the answers do not establish an abolition-versus-enforcement binary.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Edward J. Markey,ma20-markey-enforcement,We should not punish people under our immigration laws for minor and decades-old criminal convictions.,https://mavotertable.org/s/MA-Voter-Table-US-Senate-Primary-Questionnaire-Ed-Markey.pdf,,paragraph 3,76e109e752f8c6a0aa5cb7b436ddc9711acde5748f1b7c3e8a547234518647a1,pre_primary_time_unverified,"Joseph P. Kennedy, III",ma20-kennedy-enforcement,separate local law enforcement from ICE,https://mavotertable.org/s/MA-Voter-Table-US-Senate-Primary-Questionnaire-Joseph-Kennedy.pdf,,paragraph 3,cfd86fbc3b45fc19c7158091240a2798c8aed8a3761d336219ab2beae211770d,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ma20-markey-kennedy-housing-investment,race-671431314d6098bad4f2,2020-09-01,housing,shared_position,"Both explicitly support a $500 billion affordable-housing investment, alongside other housing reforms.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Edward J. Markey,ma20-markey-housing-investment,invest $500 billion in affordable housing,https://mavotertable.org/s/MA-Voter-Table-US-Senate-Primary-Questionnaire-Ed-Markey.pdf,,paragraph 4,76e109e752f8c6a0aa5cb7b436ddc9711acde5748f1b7c3e8a547234518647a1,pre_primary_time_unverified,"Joseph P. Kennedy, III",ma20-kennedy-housing-investment,invest $500 billion in our affordable housing supply,https://mavotertable.org/s/MA-Voter-Table-US-Senate-Primary-Questionnaire-Joseph-Kennedy.pdf,,paragraph 5,cfd86fbc3b45fc19c7158091240a2798c8aed8a3761d336219ab2beae211770d,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ma20-markey-kennedy-housing-tools,race-671431314d6098bad4f2,2020-09-01,housing,different_emphasis,"Markey foregrounds public-housing capital and rental assistance; Kennedy foregrounds legal protection against eviction, assistance and permanently affordable supply. Neither is shown to reject the other's tools.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Edward J. Markey,ma20-markey-housing-tools,a $70 billion infusion in our public housing system,https://mavotertable.org/s/MA-Voter-Table-US-Senate-Primary-Questionnaire-Ed-Markey.pdf,,paragraph 4,76e109e752f8c6a0aa5cb7b436ddc9711acde5748f1b7c3e8a547234518647a1,pre_primary_time_unverified,"Joseph P. Kennedy, III",ma20-kennedy-housing-tools,"the right to counsel in civil legal proceedings, including eviction cases",https://mavotertable.org/s/MA-Voter-Table-US-Senate-Primary-Questionnaire-Joseph-Kennedy.pdf,,paragraph 4,cfd86fbc3b45fc19c7158091240a2798c8aed8a3761d336219ab2beae211770d,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ma20-markey-kennedy-climate,race-671431314d6098bad4f2,2020-09-01,climate_energy,different_emphasis,Markey foregrounds the Green New Deal framework; Kennedy foregrounds frontline participation and specific environmental-justice investments. Both affirm the environmental-justice goal.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Edward J. Markey,ma20-markey-climate,the Green New Deal resolution,https://mavotertable.org/s/MA-Voter-Table-US-Senate-Primary-Questionnaire-Ed-Markey.pdf,,paragraph 2,76e109e752f8c6a0aa5cb7b436ddc9711acde5748f1b7c3e8a547234518647a1,pre_primary_time_unverified,"Joseph P. Kennedy, III",ma20-kennedy-climate,prioritize justice for the frontline communities,https://mavotertable.org/s/MA-Voter-Table-US-Senate-Primary-Questionnaire-Joseph-Kennedy.pdf,,paragraph 2,cfd86fbc3b45fc19c7158091240a2798c8aed8a3761d336219ab2beae211770d,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
md26-acevero-lluberes-data,race-d8835fb9366a2e5d54c7,2026-06-23,technology,different_scope,"Acevero rejects additional centers. Lluberes instead supports growth subject to resource, grid and climate standards. Conditional growth is not unrestricted development.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Gabriel Acevero,md26-acevero-data,not,https://marylandmatters.org/voter-guides/contests/district-39-democratic-primary/,,paragraph 56,188da9a9f73e6e871c93a11daa868452e9c7dc98aee33661ef5b55204a35e86c,pre_primary_time_unverified,George Lluberes,md26-lluberes-data,guardrails,https://marylandmatters.org/voter-guides/contests/district-39-democratic-primary/,,paragraph 58,188da9a9f73e6e871c93a11daa868452e9c7dc98aee33661ef5b55204a35e86c,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
md26-acevero-lopez-data,race-d8835fb9366a2e5d54c7,2026-06-23,technology,different_scope,"Acevero states opposition to additional centers; Lopez opposes them unless strict climate, water, labor and community-benefit conditions are met. The exception is retained, not erased.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Gabriel Acevero,md26-acevero-data,not,https://marylandmatters.org/voter-guides/contests/district-39-democratic-primary/,,paragraph 56,188da9a9f73e6e871c93a11daa868452e9c7dc98aee33661ef5b55204a35e86c,pre_primary_time_unverified,Lesley J. Lopez,md26-lopez-data,unless,https://marylandmatters.org/voter-guides/contests/district-39-democratic-primary/,,paragraph 60,188da9a9f73e6e871c93a11daa868452e9c7dc98aee33661ef5b55204a35e86c,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
md26-acevero-wims-data,race-d8835fb9366a2e5d54c7,2026-06-23,technology,different_scope,Acevero rejects further centers; Wims describes conditional economic value when companies pay their own infrastructure costs. This does not show Wims accepting every project.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Gabriel Acevero,md26-acevero-data,not,https://marylandmatters.org/voter-guides/contests/district-39-democratic-primary/,,paragraph 56,188da9a9f73e6e871c93a11daa868452e9c7dc98aee33661ef5b55204a35e86c,pre_primary_time_unverified,Greg Wims,md26-wims-data,accountable,https://marylandmatters.org/voter-guides/contests/district-39-democratic-primary/,,paragraph 62,188da9a9f73e6e871c93a11daa868452e9c7dc98aee33661ef5b55204a35e86c,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
md26-acevero-wu-data,race-d8835fb9366a2e5d54c7,2026-06-23,technology,different_scope,"Acevero states no additional centers; Wu imposes stringent land, cooling, community and grid conditions on approvals. Wu's answer is not coded as an unconditional yes.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Gabriel Acevero,md26-acevero-data,not,https://marylandmatters.org/voter-guides/contests/district-39-democratic-primary/,,paragraph 56,188da9a9f73e6e871c93a11daa868452e9c7dc98aee33661ef5b55204a35e86c,pre_primary_time_unverified,Robert T. Wu,md26-wu-data,closed-loop,https://marylandmatters.org/voter-guides/contests/district-39-democratic-primary/,,paragraph 64,188da9a9f73e6e871c93a11daa868452e9c7dc98aee33661ef5b55204a35e86c,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
