excerpt_id,speaker,race_id,election_date,topic,quote,source_url,publication_date,quote_match_locators,source_sha256,reviewed,review_method,representation_kind,representation_review_notes,document_id,role,subtopic,stance,short_exact_quote,locator,notes,canonical_speaker,review_notes,archive_url,capture_date,temporal_evidence_date,ballot_name,ballot_party,identity_resolution,identity_evidence_ids,identity_review_notes,identity_source_ids,identity_evidence_type,comparison_scope,election_timing,timing_status,evidence_status,source_id,metadata_document_id,attribution_notes,election_identity_status,source_status,source_type,metadata_publication_date,publication_month,available_by_date,source_updated_date,version_timing_qualification,candidate_scoped_locators,identity_caveat,official_election_source,official_election_source_status,certified_opponents_status,replaced_source_document_id,candidate_document_registration,source_speaker,identity_review,claim_summary,answer_context,identity_evidence_document_ids
frontier-shvets-priorities,Hannah Shvets,race-9c84c4f62bbebc0b7b7d,2025-06-24,campaign_approach,a more affordable and just Ithaca,https://www.cornellsun.com/article/2025/02/hannah-shvets-27-launches-common-council-campaign-focuses-on-labor-and-housing-reform,2025-02-08,paragraph 131,a4c9c36cce713e5f5c1fe6565ed4e26b17332be48a58dd67f418c0e5a0c834f3,false,assistant_source_review_not_independent_human_gold,campaign_frame,,frontier-ithaca25-shvets,endorsed_candidate,stated_campaign_priorities,affordability_and_rights_together,a more affordable and just Ithaca,paragraph 131,"Explicitly pairs affordability with rights and justice rather than treating lower prices as the only governing goal. Exact candidate words read in full source context. Comparisons do not infer positions from reporter summaries, omit stated conditions, or treat experience claims as independently verified records.",Hannah Shvets,"Assistant source review; Explicitly pairs affordability with rights and justice rather than treating lower prices as the only governing goal. Exact candidate words read in full source context. Comparisons do not infer positions from reporter summaries, omit stated conditions, or treat experience claims as independently verified records.",,,2025-02-10,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publisher_revision_date,,,20e3c37da0d61a3f216dffdb-a4c9c36cce71,,,,candidate_interview,,,,2025-02-10,,paragraph 131 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,"{'race_id': 'race-9c84c4f62bbebc0b7b7d', 'candidate_name': 'Hannah Shvets', 'role': 'endorsed', 'election_date': '2025-06-24', 'source_type': 'candidate_interview', 'publication_date': '2025-02-08', 'source_url': 'https://www.cornellsun.com/article/2025/02/hannah-shvets-27-launches-common-council-campaign-focuses-on-labor-and-housing-reform', 'locator': 'paragraph 131'}",,,Explicitly pairs affordability with rights and justice rather than treating lower prices as the only governing goal.,,
frontier-zurenda-priorities,G. P. Zurenda Jr.,race-9c84c4f62bbebc0b7b7d,2025-06-24,campaign_approach,control costs without cutting programs,https://www.cornellsun.com/article/2025/03/g-p-zurenda-88-joins-the-race-for-the-fifth-ward-common-council-seat,2025-03-19,paragraph 135,81c95f7819e667bb56fcd8cc66cee1f3dbcc2b087a2f8904c459519ec93dec1a,false,assistant_source_review_not_independent_human_gold,campaign_frame,,frontier-ithaca25-zurenda,opponent_candidate,stated_campaign_priorities,cost_control_without_program_cuts,control costs without cutting programs,paragraph 135,"Emphasizes fiscal management and lower costs without cutting programs. No opposition to public services is inferred. Exact candidate words read in full source context. Comparisons do not infer positions from reporter summaries, omit stated conditions, or treat experience claims as independently verified records.",G. P. Zurenda Jr.,"Assistant source review; Emphasizes fiscal management and lower costs without cutting programs. No opposition to public services is inferred. Exact candidate words read in full source context. Comparisons do not infer positions from reporter summaries, omit stated conditions, or treat experience claims as independently verified records.",,,2025-03-19,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,7301220e656b571c0ab0bb38-81c95f7819e6,,,,candidate_interview,,,,2025-03-19,,paragraph 135 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,"{'race_id': 'race-9c84c4f62bbebc0b7b7d', 'candidate_name': 'G. P. Zurenda Jr.', 'role': 'opponent', 'election_date': '2025-06-24', 'source_type': 'candidate_interview', 'publication_date': '2025-03-19', 'source_url': 'https://www.cornellsun.com/article/2025/03/g-p-zurenda-88-joins-the-race-for-the-fifth-ward-common-council-seat', 'locator': 'paragraph 135'}",G. P. Zurenda,"{'status': 'accepted_reviewed_source_alias', 'evidence_document_ids': ['frontier-ithaca25-zurenda'], 'notes': ""The source's GP Zurenda is identified as the2025 Fifth Ward candidate, matching the canonical candidate with a Jr. suffix. The same article names both opponents, confirming the election context.""}",Emphasizes fiscal management and lower costs without cutting programs. No opposition to public services is inferred.,,
frontier-hairston-dignity,Andrew Hairston,race-14d53ce965776b0cb235,2026-03-03,campaign_approach,"our courts should serve the people with compassion, dignity, and integrity",https://web.archive.org/web/20260223193939/https://www.hairstonforpeace.com/,,paragraph 43,48a0a37818ca16e03e02d2ebf7c1ab67b23f70621d42ba3ae52c52dda400ec06,false,assistant_source_review_not_independent_human_gold,campaign_frame,,frontier-hairston,endorsed_candidate,dignified_courtroom_treatment,support,"our courts should serve the people with compassion, dignity, and integrity",paragraph 43,"Commits to compassionate and dignified court service. This is a stated judicial principle, not a detailed procedural rule. Exact candidate words read in full source context. Comparisons do not infer positions from reporter summaries, omit stated conditions, or treat experience claims as independently verified records.",Andrew Hairston,"Assistant source review; Commits to compassionate and dignified court service. This is a stated judicial principle, not a detailed procedural rule. Exact candidate words read in full source context. Comparisons do not infer positions from reporter summaries, omit stated conditions, or treat experience claims as independently verified records.",https://web.archive.org/web/20260223193939/https://www.hairstonforpeace.com/,2026-02-23,2026-02-23,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_archive_capture,,,10783d56f97c37a2469296c0-0ab2bf0be9e3,,,,campaign_platform,,,,,,paragraph 43 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,source_unavailable,corpus_candidate_set,,"{'race_id': 'race-14d53ce965776b0cb235', 'candidate_name': 'Andrew Hairston', 'role': 'endorsed', 'election_date': '2026-03-03', 'source_type': 'campaign_platform', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20260223193939/https://www.hairstonforpeace.com/', 'locator': 'paragraph 43'}",,,"Commits to compassionate and dignified court service. This is a stated judicial principle, not a detailed procedural rule.",,
f2-langford-reform-frame,Robert L. Langford,race-026beb7df1654b4ca5c4,2018-06-12,campaign_approach,we're okay with finding that out so we can change it,https://thenevadaindependent.com/article/on-the-record-the-policy-positions-of-democratic-clark-county-district-attorney-candidate-rob-langford,2018-05-28,paragraph 179,aa4765184345f1e21b5b60c478f510754cb434217569ff3add8514fe66c7a62e,false,assistant_source_review_not_independent_human_gold,campaign_frame,,frontier2-nv18-langford,endorsed_candidate,prosecutorial_reform_diagnosis,scrutinize_institutional_bias,we're okay with finding that out so we can change it,paragraph 179,"Emphasizes openness to finding institutional bias and racial disparities as a condition of reform. His expectations are not independently established findings about the office. Original candidate responses or direct quotations, read in context. Retained publisher dates precede the primary. Reporter summaries, allegations and claimed policy effects are not independently verified or substituted for the candidate's own words.",Robert L. Langford,"Assistant source review; Emphasizes openness to finding institutional bias and racial disparities as a condition of reform. His expectations are not independently established findings about the office. Original candidate responses or direct quotations, read in context. Retained publisher dates precede the primary. Reporter summaries, allegations and claimed policy effects are not independently verified or substituted for the candidate's own words.",,,2018-05-28,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,2c63ec732c97871144ffb554-706c985b8710,,,,candidate_interview,,,,2018-05-28,,paragraph 179 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://www.nvsos.gov/sos/elections/election-information/previous-elections/election-results/2018-election-results/2018-primary-election-results,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-026beb7df1654b4ca5c4', 'candidate_name': 'Robert L. Langford', 'role': 'endorsed', 'election_date': '2018-06-12', 'source_type': 'candidate_interview', 'publication_date': '2018-05-28', 'source_url': 'https://thenevadaindependent.com/article/on-the-record-the-policy-positions-of-democratic-clark-county-district-attorney-candidate-rob-langford', 'locator': 'paragraph 179'}",Rob Langford,"{'status': 'accepted_reviewed_source_alias', 'evidence_document_ids': ['frontier2-nv18-langford'], 'notes': 'The source identifies Rob Langford as the Democratic Clark County district-attorney candidate facing Steve Wolfson in2018, matching the canonical Robert L. Langford record.'}",Emphasizes openness to finding institutional bias and racial disparities as a condition of reform. His expectations are not independently established findings about the office.,,
f2-wolfson-reform-frame,Steve Wolfson,race-026beb7df1654b4ca5c4,2018-06-12,campaign_approach,We're more reactionary than visionary.,https://thenevadaindependent.com/article/on-the-record-the-policy-positions-of-clark-county-district-attorney-steve-wolfson,2018-06-07,paragraph 162,60b1a52c52116c26dfb67eb94e7ebd60c8de168dabbe00763d11d304a0d5476c,false,assistant_source_review_not_independent_human_gold,campaign_frame,,frontier2-nv18-wolfson,opponent_candidate,prosecutorial_reform_diagnosis,move_beyond_reactionary_processes,We're more reactionary than visionary.,paragraph 162,"Acknowledges slow reform and a reactive system, rather than asserting the office needs no change. Original candidate responses or direct quotations, read in context. Retained publisher dates precede the primary. Reporter summaries, allegations and claimed policy effects are not independently verified or substituted for the candidate's own words.",Steve Wolfson,"Assistant source review; Acknowledges slow reform and a reactive system, rather than asserting the office needs no change. Original candidate responses or direct quotations, read in context. Retained publisher dates precede the primary. Reporter summaries, allegations and claimed policy effects are not independently verified or substituted for the candidate's own words.",,,2018-06-07,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,b7e22efc8afcdfcfe8d8cda3-5ac83f6dd1a8,,,,candidate_interview,,,,2018-06-07,,paragraph 162 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://www.nvsos.gov/sos/elections/election-information/previous-elections/election-results/2018-election-results/2018-primary-election-results,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-026beb7df1654b4ca5c4', 'candidate_name': 'Steve Wolfson', 'role': 'opponent', 'election_date': '2018-06-12', 'source_type': 'candidate_interview', 'publication_date': '2018-06-07', 'source_url': 'https://thenevadaindependent.com/article/on-the-record-the-policy-positions-of-clark-county-district-attorney-steve-wolfson', 'locator': 'paragraph 162'}",,,"Acknowledges slow reform and a reactive system, rather than asserting the office needs no change.",,
f2-shadduck-priorities,Jody Shadduck-McNally,race-43e72676de9c6085ee97,2020-06-30,campaign_approach,recovery & resiliency for ALL of Larimer County,https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-jody-shadduck-mcnally-democrat-larimer-county-commissioner-district-3,2020-06-22,paragraph 65,21aaf2522c76f12666f3bbf6ca606d77f1da547da49d399e48bcaa909c680cbe,false,assistant_source_review_not_independent_human_gold,campaign_frame,,frontier2-co20-shadduck,endorsed_candidate,stated_campaign_priorities,recovery_resilience_and_long_term_planning,recovery & resiliency for ALL of Larimer County,paragraph 65,"Prioritizes pandemic recovery while retaining environmental stewardship, housing, sustainable growth and transportation as longer-term concerns. Original candidate responses or direct quotations, read in context. Retained publisher dates precede the primary. Reporter summaries, allegations and claimed policy effects are not independently verified or substituted for the candidate's own words.",Jody Shadduck-McNally,"Assistant source review; Prioritizes pandemic recovery while retaining environmental stewardship, housing, sustainable growth and transportation as longer-term concerns. Original candidate responses or direct quotations, read in context. Retained publisher dates precede the primary. Reporter summaries, allegations and claimed policy effects are not independently verified or substituted for the candidate's own words.",,,2020-06-22,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,991bbcee3616594c0d60b477-4c8953b70756,,,,candidate_questionnaire,,,,2020-06-22,,paragraph 65 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://www.larimer.org/sites/default/files/uploads/2020/larimer_county_2020_primary_election_summary_report.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-43e72676de9c6085ee97', 'candidate_name': 'Jody Shadduck-McNally', 'role': 'endorsed', 'election_date': '2020-06-30', 'source_type': 'candidate_questionnaire', 'publication_date': '2020-06-22', 'source_url': 'https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-jody-shadduck-mcnally-democrat-larimer-county-commissioner-district-3', 'locator': 'paragraph 65'}",,,"Prioritizes pandemic recovery while retaining environmental stewardship, housing, sustainable growth and transportation as longer-term concerns.",,
f2-baker-priorities,Myles G. Baker,race-43e72676de9c6085ee97,2020-06-30,campaign_approach,the two most imminent issues are Covid-19 and police reform / use of force,https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-myles-baker-democrat-larimer-county-commissioner-district-3,2020-06-19,paragraph 61,10a36bd11d34ecf733889f1120e791c96a23a5f59f77d659083bee527d6c94f4,false,assistant_source_review_not_independent_human_gold,campaign_frame,,frontier2-co20-baker,opponent_candidate,stated_campaign_priorities,pandemic_police_reform_and_core_services,the two most imminent issues are Covid-19 and police reform / use of force,paragraph 61,"Prioritizes pandemic response and police reform while preserving housing, transit and water as core concerns. Original candidate responses or direct quotations, read in context. Retained publisher dates precede the primary. Reporter summaries, allegations and claimed policy effects are not independently verified or substituted for the candidate's own words.",Myles G. Baker,"Assistant source review; Prioritizes pandemic response and police reform while preserving housing, transit and water as core concerns. Original candidate responses or direct quotations, read in context. Retained publisher dates precede the primary. Reporter summaries, allegations and claimed policy effects are not independently verified or substituted for the candidate's own words.",,,2020-06-19,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,86ab574b9f889f07cba1b257-c45dce4b1ac0,,,,candidate_questionnaire,,,,2020-06-19,,paragraph 61 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://www.larimer.org/sites/default/files/uploads/2020/larimer_county_2020_primary_election_summary_report.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-43e72676de9c6085ee97', 'candidate_name': 'Myles G. Baker', 'role': 'opponent', 'election_date': '2020-06-30', 'source_type': 'candidate_questionnaire', 'publication_date': '2020-06-19', 'source_url': 'https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-myles-baker-democrat-larimer-county-commissioner-district-3', 'locator': 'paragraph 61'}",Myles Baker,"{'status': 'accepted_reviewed_source_alias', 'evidence_document_ids': ['frontier2-co20-baker'], 'notes': 'The original candidate-response article identifies Myles Baker as the Democrat running for Larimer County Commissioner District3 in2020. The canonical record includes his middle initial.'}","Prioritizes pandemic response and police reform while preserving housing, transit and water as core concerns.",,
f2-shadduck-philosophy,Jody Shadduck-McNally,race-43e72676de9c6085ee97,2020-06-30,campaign_approach,make sure that all voices are heard,https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-jody-shadduck-mcnally-democrat-larimer-county-commissioner-district-3,2020-06-22,paragraph 62,21aaf2522c76f12666f3bbf6ca606d77f1da547da49d399e48bcaa909c680cbe,false,assistant_source_review_not_independent_human_gold,campaign_frame,,frontier2-co20-shadduck,endorsed_candidate,governing_philosophy,inclusive_service_and_regional_collaboration,make sure that all voices are heard,paragraph 62,"Frames governing around volunteer service, constituent voice and collaborative problem-solving across the region. Original candidate responses or direct quotations, read in context. Retained publisher dates precede the primary. Reporter summaries, allegations and claimed policy effects are not independently verified or substituted for the candidate's own words.",Jody Shadduck-McNally,"Assistant source review; Frames governing around volunteer service, constituent voice and collaborative problem-solving across the region. Original candidate responses or direct quotations, read in context. Retained publisher dates precede the primary. Reporter summaries, allegations and claimed policy effects are not independently verified or substituted for the candidate's own words.",,,2020-06-22,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,991bbcee3616594c0d60b477-4c8953b70756,,,,candidate_questionnaire,,,,2020-06-22,,paragraph 62 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://www.larimer.org/sites/default/files/uploads/2020/larimer_county_2020_primary_election_summary_report.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-43e72676de9c6085ee97', 'candidate_name': 'Jody Shadduck-McNally', 'role': 'endorsed', 'election_date': '2020-06-30', 'source_type': 'candidate_questionnaire', 'publication_date': '2020-06-22', 'source_url': 'https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-jody-shadduck-mcnally-democrat-larimer-county-commissioner-district-3', 'locator': 'paragraph 62'}",,,"Frames governing around volunteer service, constituent voice and collaborative problem-solving across the region.",,
f2-baker-philosophy,Myles G. Baker,race-43e72676de9c6085ee97,2020-06-30,campaign_approach,serving the community and not about bringing ideology into the equation,https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-myles-baker-democrat-larimer-county-commissioner-district-3,2020-06-19,paragraph 59,10a36bd11d34ecf733889f1120e791c96a23a5f59f77d659083bee527d6c94f4,false,assistant_source_review_not_independent_human_gold,campaign_frame,,frontier2-co20-baker,opponent_candidate,governing_philosophy,practical_service_and_fiscal_responsibility,serving the community and not about bringing ideology into the equation,paragraph 59,"Frames local government around practical problem-solving, small-town experience and fiscal responsibility. Original candidate responses or direct quotations, read in context. Retained publisher dates precede the primary. Reporter summaries, allegations and claimed policy effects are not independently verified or substituted for the candidate's own words.",Myles G. Baker,"Assistant source review; Frames local government around practical problem-solving, small-town experience and fiscal responsibility. Original candidate responses or direct quotations, read in context. Retained publisher dates precede the primary. Reporter summaries, allegations and claimed policy effects are not independently verified or substituted for the candidate's own words.",,,2020-06-19,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,86ab574b9f889f07cba1b257-c45dce4b1ac0,,,,candidate_questionnaire,,,,2020-06-19,,paragraph 59 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://www.larimer.org/sites/default/files/uploads/2020/larimer_county_2020_primary_election_summary_report.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-43e72676de9c6085ee97', 'candidate_name': 'Myles G. Baker', 'role': 'opponent', 'election_date': '2020-06-30', 'source_type': 'candidate_questionnaire', 'publication_date': '2020-06-19', 'source_url': 'https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-myles-baker-democrat-larimer-county-commissioner-district-3', 'locator': 'paragraph 59'}",Myles Baker,"{'status': 'accepted_reviewed_source_alias', 'evidence_document_ids': ['frontier2-co20-baker'], 'notes': 'The original candidate-response article identifies Myles Baker as the Democrat running for Larimer County Commissioner District3 in2020. The canonical record includes his middle initial.'}","Frames local government around practical problem-solving, small-town experience and fiscal responsibility.",,
ks20-portillo-method,Shannon Portillo,race-aa5003c070b361f1e672,2020-08-04,campaign_approach,bring evidence-based reforms and focus on rehabilitation,https://www2.ljworld.com/news/county-government/2020/jun/16/democrat-candidates-for-douglas-county-commission-all-voice-opposition-to-planned-jail-expansion/,2020-06-16,paragraph 30,bec059580356e80921ff1ee3a3479d2fdc62c6d15decc2ed448fd34461cdd9b1,false,assistant_source_review_not_independent_human_gold,campaign_frame,,ks20-forum,endorsed_candidate,governing_approach,research_and_rehabilitation,bring evidence-based reforms and focus on rehabilitation,paragraph 30,"Presents research and rehabilitation as the basis for justice policy, rather than treating jail expansion as inevitable. Original forum report names all five candidates and separates District2 from District3. Only speaker-attributed quotations are retained.",Shannon Portillo,"Assistant source review; Presents research and rehabilitation as the basis for justice policy, rather than treating jail expansion as inevitable. Original forum report names all five candidates and separates District2 from District3. Only speaker-attributed quotations are retained.",,,2020-06-23,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publisher_revision_date,,,ab0cacebc503b7fc496a87a5-bec059580356,,,,candidate_debate_report,,,,2020-06-23,,paragraph 30 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,"{'race_id': 'race-aa5003c070b361f1e672', 'candidate_name': 'Shannon Portillo', 'role': 'endorsed', 'election_date': '2020-08-04', 'source_type': 'candidate_debate_report', 'publication_date': '2020-06-16', 'source_url': 'https://www2.ljworld.com/news/county-government/2020/jun/16/democrat-candidates-for-douglas-county-commission-all-voice-opposition-to-planned-jail-expansion/', 'locator': 'paragraph 30'}",,,"Presents research and rehabilitation as the basis for justice policy, rather than treating jail expansion as inevitable.",,
ks20-willey-method,Karen Willey,race-aa5003c070b361f1e672,2020-08-04,campaign_approach,working past our big fractures,https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-karen-willey-wants-to-lead-douglas-county-past-political-fractures/,2020-07-19,paragraph 28,4b6e54e57f19c3cda1c9d9721a9eaf54d1049cfc481de3a4d49deafe7a0fabd6,false,assistant_source_review_not_independent_human_gold,campaign_frame,,ks20-willey,opponent_candidate,governing_approach,bridge_political_fractures,working past our big fractures,paragraph 28,"Presents bringing neighbors together across political divisions as her governing approach. Direct candidate statements in the original2020 primary guide. The publisher's last-edit field precedes the scheduled July19 publication; neither is after the primary. Candidate/race assignments are checked against the retained official county results, not the formerly crossed corpus roster.",Karen Willey,"Assistant source review; Presents bringing neighbors together across political divisions as her governing approach. Direct candidate statements in the original2020 primary guide. The publisher's last-edit field precedes the scheduled July19 publication; neither is after the primary. Candidate/race assignments are checked against the retained official county results, not the formerly crossed corpus roster.",,,2020-07-19,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,6dabdda968a0c9f7c768242e-4b6e54e57f19,,,,candidate_interview,,,,2020-07-18,,paragraph 28 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,"{'race_id': 'race-aa5003c070b361f1e672', 'candidate_name': 'Karen Willey', 'role': 'opponent', 'election_date': '2020-08-04', 'source_type': 'candidate_interview', 'publication_date': '2020-07-19', 'source_url': 'https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-karen-willey-wants-to-lead-douglas-county-past-political-fractures/', 'locator': 'paragraph 28'}",,,Presents bringing neighbors together across political divisions as her governing approach.,,
ks20-portillo-recovery,Shannon Portillo,race-aa5003c070b361f1e672,2020-08-04,campaign_approach,Economic justice is going to be very important,https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-shannon-portillo-touts-her-criminal-justice-scholarship-for-douglas-county-commission-role,2020-07-19,paragraph 35,a658051ac3ce67994f7402c053cfd0d3f6a3c7143fae414789ab22626c6b7f78,false,assistant_source_review_not_independent_human_gold,campaign_frame,,ks20-portillo,endorsed_candidate,pandemic_budget_priorities,economic_justice_and_recovery,Economic justice is going to be very important,paragraph 35,"Emphasizes economic justice and recovery across the community in the pandemic budget context. Direct candidate statements in the original2020 primary guide. The publisher's last-edit field precedes the scheduled July19 publication; neither is after the primary. Candidate/race assignments are checked against the retained official county results, not the formerly crossed corpus roster.",Shannon Portillo,"Assistant source review; Emphasizes economic justice and recovery across the community in the pandemic budget context. Direct candidate statements in the original2020 primary guide. The publisher's last-edit field precedes the scheduled July19 publication; neither is after the primary. Candidate/race assignments are checked against the retained official county results, not the formerly crossed corpus roster.",,,2020-07-19,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,bbf68dcb94f32dbc644e6e61-a658051ac3ce,,,,candidate_interview,,,,2020-07-18,,paragraph 35 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,"{'race_id': 'race-aa5003c070b361f1e672', 'candidate_name': 'Shannon Portillo', 'role': 'endorsed', 'election_date': '2020-08-04', 'source_type': 'candidate_interview', 'publication_date': '2020-07-19', 'source_url': 'https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-shannon-portillo-touts-her-criminal-justice-scholarship-for-douglas-county-commission-role', 'locator': 'paragraph 35'}",,,Emphasizes economic justice and recovery across the community in the pandemic budget context.,,
ks20-willey-recovery,Karen Willey,race-aa5003c070b361f1e672,2020-08-04,campaign_approach,we are still asking for their tax dollars,https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-karen-willey-wants-to-lead-douglas-county-past-political-fractures/,2020-07-19,paragraph 37,4b6e54e57f19c3cda1c9d9721a9eaf54d1049cfc481de3a4d49deafe7a0fabd6,false,assistant_source_review_not_independent_human_gold,campaign_frame,,ks20-willey,opponent_candidate,pandemic_budget_priorities,support_vulnerable_residents_and_watch_tax_burden,we are still asking for their tax dollars,paragraph 37,"Says the county must support people losing income while remaining sensitive to their tax burden. This does not establish opposition to social-service spending. Direct candidate statements in the original2020 primary guide. The publisher's last-edit field precedes the scheduled July19 publication; neither is after the primary. Candidate/race assignments are checked against the retained official county results, not the formerly crossed corpus roster.",Karen Willey,"Assistant source review; Says the county must support people losing income while remaining sensitive to their tax burden. This does not establish opposition to social-service spending. Direct candidate statements in the original2020 primary guide. The publisher's last-edit field precedes the scheduled July19 publication; neither is after the primary. Candidate/race assignments are checked against the retained official county results, not the formerly crossed corpus roster.",,,2020-07-19,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,6dabdda968a0c9f7c768242e-4b6e54e57f19,,,,candidate_interview,,,,2020-07-18,,paragraph 37 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,"{'race_id': 'race-aa5003c070b361f1e672', 'candidate_name': 'Karen Willey', 'role': 'opponent', 'election_date': '2020-08-04', 'source_type': 'candidate_interview', 'publication_date': '2020-07-19', 'source_url': 'https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-karen-willey-wants-to-lead-douglas-county-past-political-fractures/', 'locator': 'paragraph 37'}",,,Says the county must support people losing income while remaining sensitive to their tax burden. This does not establish opposition to social-service spending.,,
ks20-reid-representation,Shannon Reid,race-695f3443e4961cfa625f,2020-08-04,campaign_approach,remaining stuck in that project despite voters’ voices,https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-shannon-reid-believes-douglas-county-leaders-need-to-listen-better-to-constituents/,2020-07-19,paragraph 28,f93f1a03b4fea0ff19875d27b06ab2a9d69a79e1c99bb60bcb2d429c4ce6bdfe,false,assistant_source_review_not_independent_human_gold,campaign_frame,,ks20-reid,endorsed_candidate,responsiveness_and_experience,change_in_response_to_constituent_opposition,remaining stuck in that project despite voters’ voices,paragraph 28,"Frames her challenge around perceived failure to listen to constituents opposing the jail project. Direct candidate statements in the original2020 primary guide. The publisher's last-edit field precedes the scheduled July19 publication; neither is after the primary. Candidate/race assignments are checked against the retained official county results, not the formerly crossed corpus roster.",Shannon Reid,"Assistant source review; Frames her challenge around perceived failure to listen to constituents opposing the jail project. Direct candidate statements in the original2020 primary guide. The publisher's last-edit field precedes the scheduled July19 publication; neither is after the primary. Candidate/race assignments are checked against the retained official county results, not the formerly crossed corpus roster.",,,2020-07-19,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,3dab9a20b161e9452b94de1b-f93f1a03b4fe,,,,candidate_interview,,,,2020-07-18,,paragraph 28 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,"{'race_id': 'race-695f3443e4961cfa625f', 'candidate_name': 'Shannon Reid', 'role': 'endorsed', 'election_date': '2020-08-04', 'source_type': 'candidate_interview', 'publication_date': '2020-07-19', 'source_url': 'https://www2.ljworld.com/news/county-government/2020/jul/19/candidate-profile-shannon-reid-believes-douglas-county-leaders-need-to-listen-better-to-constituents/', 'locator': 'paragraph 28'}",,,Frames her challenge around perceived failure to listen to constituents opposing the jail project.,,
