research_group,election_year,candidate_names,entity_kind,grouping_scope,records_without_direct_review,records_with_direct_review,race_ids,meaning
race-558960c0224035d1fd83 | Conrad B. Tillard,2022,Conrad B. Tillard,individual_candidate,one_registry_record,1,0,race-558960c0224035d1fd83,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-558960c0224035d1fd83 | Renee Holmes,2022,Renee Holmes,individual_candidate,one_registry_record,1,0,race-558960c0224035d1fd83,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
"race-56a9ee9cf010f2c3e726 | Denise ""Mitzi"" Epstein",2018,"Denise ""Mitzi"" Epstein",individual_candidate,one_registry_record,1,0,race-56a9ee9cf010f2c3e726,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-56a9ee9cf010f2c3e726 | Jennifer Jermaine,2018,Jennifer Jermaine,individual_candidate,one_registry_record,1,0,race-56a9ee9cf010f2c3e726,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-56a9ee9cf010f2c3e726 | LaDawn Stuben,2018,LaDawn Stuben,individual_candidate,one_registry_record,1,0,race-56a9ee9cf010f2c3e726,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-591cacda9a0457d12b44 | Julia Salazar,2018,Julia Salazar,individual_candidate,one_registry_record,1,0,race-591cacda9a0457d12b44,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-591cacda9a0457d12b44 | Martin Malavé Dilan,2018,Martin Malavé Dilan,individual_candidate,one_registry_record,1,0,race-591cacda9a0457d12b44,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
"race-59a94aa6e72d959987cc | Oscar L Brewer, Jr",2023,"Oscar L Brewer, Jr",individual_candidate,one_registry_record,1,0,race-59a94aa6e72d959987cc,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-59a94aa6e72d959987cc | Santos E. Cruz,2023,Santos E. Cruz,individual_candidate,one_registry_record,1,0,race-59a94aa6e72d959987cc,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-5db7edca6b190a1d4c39 | Faith Gibson Hubbard,2022,Faith Gibson Hubbard,individual_candidate,one_registry_record,1,0,race-5db7edca6b190a1d4c39,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-5db7edca6b190a1d4c39 | Gary To-To Johnson,2022,Gary To-To Johnson,individual_candidate,one_registry_record,1,0,race-5db7edca6b190a1d4c39,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
"race-5db7edca6b190a1d4c39 | Gordon ""The People's Champion"" Fletcher",2022,"Gordon ""The People's Champion"" Fletcher",individual_candidate,one_registry_record,1,0,race-5db7edca6b190a1d4c39,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-5db7edca6b190a1d4c39 | Kathy Henderson,2022,Kathy Henderson,individual_candidate,one_registry_record,1,0,race-5db7edca6b190a1d4c39,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
"race-5db7edca6b190a1d4c39 | Vincent Orange ""VO""",2022,"Vincent Orange ""VO""",individual_candidate,one_registry_record,1,0,race-5db7edca6b190a1d4c39,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-5f19151fb24a0a026037 | Dom Costa,2018,Dom Costa,individual_candidate,one_registry_record,1,0,race-5f19151fb24a0a026037,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-5f19151fb24a0a026037 | Sara Innamorato,2018,Sara Innamorato,individual_candidate,one_registry_record,1,0,race-5f19151fb24a0a026037,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-60a20e415203eadd2b99 | Douglas M. Schneider,2021,Douglas M. Schneider,individual_candidate,one_registry_record,1,0,race-60a20e415203eadd2b99,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-60a20e415203eadd2b99 | Jessica Simmons,2021,Jessica Simmons,individual_candidate,one_registry_record,1,0,race-60a20e415203eadd2b99,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-60a20e415203eadd2b99 | Mamnun M. Haq,2021,Mamnun M. Haq,individual_candidate,one_registry_record,1,0,race-60a20e415203eadd2b99,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6233a2b380836f3b2218 | Alissa Murphy,2026,Alissa Murphy,individual_candidate,one_registry_record,1,0,race-6233a2b380836f3b2218,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6233a2b380836f3b2218 | Carl Harris Sr.,2026,Carl Harris Sr.,individual_candidate,one_registry_record,1,0,race-6233a2b380836f3b2218,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6233a2b380836f3b2218 | Carl Henderson,2026,Carl Henderson,individual_candidate,one_registry_record,1,0,race-6233a2b380836f3b2218,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6309d2d0fa189cfbbdcc | Gabriel Sanchez,2024,Gabriel Sanchez,individual_candidate,one_registry_record,1,0,race-6309d2d0fa189cfbbdcc,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6309d2d0fa189cfbbdcc | Teri Anulewicz,2024,Teri Anulewicz,individual_candidate,one_registry_record,1,0,race-6309d2d0fa189cfbbdcc,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-65136bae40d3d3d9d35a | Crystal Hudson,2021,Crystal Hudson,individual_candidate,one_registry_record,1,0,race-65136bae40d3d3d9d35a,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-65136bae40d3d3d9d35a | Curtis M. Harris,2021,Curtis M. Harris,individual_candidate,one_registry_record,1,0,race-65136bae40d3d3d9d35a,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-65136bae40d3d3d9d35a | Deirdre M. Levy,2021,Deirdre M. Levy,individual_candidate,one_registry_record,1,0,race-65136bae40d3d3d9d35a,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-65136bae40d3d3d9d35a | Hector Robertson,2021,Hector Robertson,individual_candidate,one_registry_record,1,0,race-65136bae40d3d3d9d35a,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-65136bae40d3d3d9d35a | Regina A. Kinsey,2021,Regina A. Kinsey,individual_candidate,one_registry_record,1,0,race-65136bae40d3d3d9d35a,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-65136bae40d3d3d9d35a | Renee T. Collymore,2021,Renee T. Collymore,individual_candidate,one_registry_record,1,0,race-65136bae40d3d3d9d35a,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-69a3183706d3f7f24dc9 | John Johnson Jr.,2024,John Johnson Jr.,individual_candidate,one_registry_record,1,0,race-69a3183706d3f7f24dc9,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-69a3183706d3f7f24dc9 | Shane Nicole Darby,2024,Shane Nicole Darby,individual_candidate,one_registry_record,1,0,race-69a3183706d3f7f24dc9,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6aab05ad42328552fc9e | Anthony Hardy Williams,2022,Anthony Hardy Williams,individual_candidate,one_registry_record,1,0,race-6aab05ad42328552fc9e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6aab05ad42328552fc9e | Paul Prescod,2022,Paul Prescod,individual_candidate,one_registry_record,1,0,race-6aab05ad42328552fc9e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6bc6d62915559580d7fb | Layla Taha,2024,Layla Taha,individual_candidate,one_registry_record,1,0,race-6bc6d62915559580d7fb,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6bc6d62915559580d7fb | Lekisha Maxwell,2024,Lekisha Maxwell,individual_candidate,one_registry_record,1,0,race-6bc6d62915559580d7fb,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6bc6d62915559580d7fb | Melandie Hines,2024,Melandie Hines,individual_candidate,one_registry_record,1,0,race-6bc6d62915559580d7fb,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6bc6d62915559580d7fb | Peter Herzberg,2024,Peter Herzberg,individual_candidate,one_registry_record,1,0,race-6bc6d62915559580d7fb,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6bc6d62915559580d7fb | Salif Kourouma,2024,Salif Kourouma,individual_candidate,one_registry_record,1,0,race-6bc6d62915559580d7fb,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6c98bb2fc5fe3ff2da6f | Andrew Englebrecht,2022,Andrew Englebrecht,individual_candidate,one_registry_record,1,0,race-6c98bb2fc5fe3ff2da6f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6c98bb2fc5fe3ff2da6f | Sheri Boniecki-Cooling,2022,Sheri Boniecki-Cooling,individual_candidate,one_registry_record,1,0,race-6c98bb2fc5fe3ff2da6f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6ca0cac667cb09f82cd7 | Destinee Ortiz,2022,Destinee Ortiz,individual_candidate,one_registry_record,1,0,race-6ca0cac667cb09f82cd7,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
"race-6ca0cac667cb09f82cd7 | Kevin ""Kollins"" Hedemark",2022,"Kevin ""Kollins"" Hedemark",individual_candidate,one_registry_record,1,0,race-6ca0cac667cb09f82cd7,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6ca0cac667cb09f82cd7 | Margaret Tyson,2022,Margaret Tyson,individual_candidate,one_registry_record,1,0,race-6ca0cac667cb09f82cd7,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6d54288abb793fe9d3a8 | Jill Krowinski,2022,Jill Krowinski,individual_candidate,one_registry_record,1,0,race-6d54288abb793fe9d3a8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6d54288abb793fe9d3a8 | Kate Logan,2022,Kate Logan,individual_candidate,one_registry_record,1,0,race-6d54288abb793fe9d3a8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6d54288abb793fe9d3a8 | Ryan Addario,2022,Ryan Addario,individual_candidate,one_registry_record,1,0,race-6d54288abb793fe9d3a8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6d7952e39ee3bae35dff | Paul Costa,2018,Paul Costa,individual_candidate,one_registry_record,1,0,race-6d7952e39ee3bae35dff,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6e0142fbda7cbc420395 | Eric Morrison,2024,Eric Morrison,individual_candidate,one_registry_record,1,0,race-6e0142fbda7cbc420395,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-6e0142fbda7cbc420395 | Margie Lopez Waite,2024,Margie Lopez Waite,individual_candidate,one_registry_record,1,0,race-6e0142fbda7cbc420395,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7081dbc3d51dd48bb991 | Joi McAtee,2026,Joi McAtee,individual_candidate,one_registry_record,1,0,race-7081dbc3d51dd48bb991,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-70d6e7aea0a07570e2a8 | Aisha Moe,2020,Aisha Moe,individual_candidate,one_registry_record,1,0,race-70d6e7aea0a07570e2a8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-70d6e7aea0a07570e2a8 | Amani Latimer Burris,2020,Amani Latimer Burris,individual_candidate,one_registry_record,1,0,race-70d6e7aea0a07570e2a8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-70d6e7aea0a07570e2a8 | Brian Benford,2020,Brian Benford,individual_candidate,one_registry_record,1,0,race-70d6e7aea0a07570e2a8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-70d6e7aea0a07570e2a8 | John Imes,2020,John Imes,individual_candidate,one_registry_record,1,0,race-70d6e7aea0a07570e2a8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-70d6e7aea0a07570e2a8 | Kelda Helen Roys,2020,Kelda Helen Roys,individual_candidate,one_registry_record,1,0,race-70d6e7aea0a07570e2a8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-70d6e7aea0a07570e2a8 | Nada Elmikashfi,2020,Nada Elmikashfi,individual_candidate,one_registry_record,1,0,race-70d6e7aea0a07570e2a8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-70d6e7aea0a07570e2a8 | William Henry Davis III,2020,William Henry Davis III,individual_candidate,one_registry_record,1,0,race-70d6e7aea0a07570e2a8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-71d7bee252db5f33e151 | Francesca Hong,2024,Francesca Hong,individual_candidate,one_registry_record,1,0,race-71d7bee252db5f33e151,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-71eb1dc46eec69477a01 | Gabriel Olawale Adelagunja,2020,Gabriel Olawale Adelagunja,individual_candidate,one_registry_record,1,0,race-71eb1dc46eec69477a01,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-71eb1dc46eec69477a01 | John J. Viola,2020,John J. Viola,individual_candidate,one_registry_record,1,0,race-71eb1dc46eec69477a01,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-71eb1dc46eec69477a01 | Madinah Wilson-Anton,2020,Madinah Wilson-Anton,individual_candidate,one_registry_record,1,0,race-71eb1dc46eec69477a01,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-724ef5d41ff708f8ef45 | Javier Mabrey,2022,Javier Mabrey,individual_candidate,one_registry_record,1,0,race-724ef5d41ff708f8ef45,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7280deaba4ff6d65102b | Fannie Ip,2026,Fannie Ip,individual_candidate,one_registry_record,1,0,race-7280deaba4ff6d65102b,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7280deaba4ff6d65102b | Grauaven Olivares,2026,Grauaven Olivares,individual_candidate,one_registry_record,1,0,race-7280deaba4ff6d65102b,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7280deaba4ff6d65102b | Morton Minsley,2026,Morton Minsley,individual_candidate,one_registry_record,1,0,race-7280deaba4ff6d65102b,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-74050d04f83c96e831f1 | Chanelle Torrez,2026,Chanelle Torrez,individual_candidate,one_registry_record,1,0,race-74050d04f83c96e831f1,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-74334f63d0a95ab26466 | Demetria Henderson,2026,Demetria Henderson,individual_candidate,one_registry_record,1,0,race-74334f63d0a95ab26466,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-74334f63d0a95ab26466 | Edith Ladipo,2026,Edith Ladipo,individual_candidate,one_registry_record,1,0,race-74334f63d0a95ab26466,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-74334f63d0a95ab26466 | Kyle Lamont,2026,Kyle Lamont,individual_candidate,one_registry_record,1,0,race-74334f63d0a95ab26466,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-74334f63d0a95ab26466 | Mathewos Samson,2026,Mathewos Samson,individual_candidate,one_registry_record,1,0,race-74334f63d0a95ab26466,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-773a75def2a0d13c9f49 | Chivona R. Newsome,2020,Chivona R. Newsome,individual_candidate,one_registry_record,1,0,race-773a75def2a0d13c9f49,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-773a75def2a0d13c9f49 | Julio Pabon,2020,Julio Pabon,individual_candidate,one_registry_record,1,0,race-773a75def2a0d13c9f49,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-773a75def2a0d13c9f49 | Mark Escoffery-Bey,2020,Mark Escoffery-Bey,individual_candidate,one_registry_record,1,0,race-773a75def2a0d13c9f49,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-773a75def2a0d13c9f49 | Marlene J. Tapper,2020,Marlene J. Tapper,individual_candidate,one_registry_record,1,0,race-773a75def2a0d13c9f49,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-773a75def2a0d13c9f49 | Melissa Mark-Viverito,2020,Melissa Mark-Viverito,individual_candidate,one_registry_record,1,0,race-773a75def2a0d13c9f49,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-773a75def2a0d13c9f49 | Michael A. Blake,2020,Michael A. Blake,individual_candidate,one_registry_record,1,0,race-773a75def2a0d13c9f49,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-773a75def2a0d13c9f49 | Ruben Diaz,2020,Ruben Diaz,individual_candidate,one_registry_record,1,0,race-773a75def2a0d13c9f49,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-773a75def2a0d13c9f49 | Tomas Ramos,2020,Tomas Ramos,individual_candidate,one_registry_record,1,0,race-773a75def2a0d13c9f49,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-773a75def2a0d13c9f49 | Ydanis Rodriguez,2020,Ydanis Rodriguez,individual_candidate,one_registry_record,1,0,race-773a75def2a0d13c9f49,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-77a704658c0877fef129 | Kevin Dahl,2025,Kevin Dahl,individual_candidate,one_registry_record,1,0,race-77a704658c0877fef129,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-77a704658c0877fef129 | Sadie Shaw,2025,Sadie Shaw,individual_candidate,one_registry_record,1,0,race-77a704658c0877fef129,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-78a523131093325999f8 | Bonnie Cullison,2018,Bonnie Cullison,individual_candidate,one_registry_record,1,0,race-78a523131093325999f8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-78a523131093325999f8 | Brian Crider,2018,Brian Crider,individual_candidate,one_registry_record,1,0,race-78a523131093325999f8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-78a523131093325999f8 | Carl Ward,2018,Carl Ward,individual_candidate,one_registry_record,1,0,race-78a523131093325999f8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-78a523131093325999f8 | Charlotte Crutchfield,2018,Charlotte Crutchfield,individual_candidate,one_registry_record,1,0,race-78a523131093325999f8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
"race-78a523131093325999f8 | Jade Wiles, Jr.",2018,"Jade Wiles, Jr.",individual_candidate,one_registry_record,1,0,race-78a523131093325999f8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-78a523131093325999f8 | Maricé Ivette Morales,2018,Maricé Ivette Morales,individual_candidate,one_registry_record,1,0,race-78a523131093325999f8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-78a523131093325999f8 | Marlin Jenkins,2018,Marlin Jenkins,individual_candidate,one_registry_record,1,0,race-78a523131093325999f8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-78a523131093325999f8 | Vaughn Stewart,2018,Vaughn Stewart,individual_candidate,one_registry_record,1,0,race-78a523131093325999f8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7abc41a08fe8e114fb4c | Elizabeth Fiedler,2022,Elizabeth Fiedler,individual_candidate,one_registry_record,1,0,race-7abc41a08fe8e114fb4c,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7abc41a08fe8e114fb4c | Michael Giangiordano,2022,Michael Giangiordano,individual_candidate,one_registry_record,1,0,race-7abc41a08fe8e114fb4c,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7b205412dcd5835f97f9 | Fran Watson,2018,Fran Watson,individual_candidate,one_registry_record,1,0,race-7b205412dcd5835f97f9,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7d7842f6876d4d0f9ce9 | Elliott McFadden,2018,Elliott McFadden,individual_candidate,one_registry_record,1,0,race-7d7842f6876d4d0f9ce9,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7d7842f6876d4d0f9ce9 | Mary Street Wilson,2018,Mary Street Wilson,individual_candidate,one_registry_record,1,0,race-7d7842f6876d4d0f9ce9,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7d93ab6b51ec87b8170e | Erik Martin Dilan,2022,Erik Martin Dilan,individual_candidate,one_registry_record,1,0,race-7d93ab6b51ec87b8170e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7ecc5bf058cba323d432 | Christopher R. Wade,2025,Christopher R. Wade,individual_candidate,one_registry_record,1,0,race-7ecc5bf058cba323d432,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7ecc5bf058cba323d432 | Kayce Munyeneh,2025,Kayce Munyeneh,individual_candidate,one_registry_record,1,0,race-7ecc5bf058cba323d432,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7ecc5bf058cba323d432 | Kendal Gray,2025,Kendal Gray,individual_candidate,one_registry_record,1,0,race-7ecc5bf058cba323d432,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7ecc5bf058cba323d432 | Ryan Middleton,2025,Ryan Middleton,individual_candidate,one_registry_record,1,0,race-7ecc5bf058cba323d432,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7ecc5bf058cba323d432 | Shayla D. Adams-Stafford,2025,Shayla D. Adams-Stafford,individual_candidate,one_registry_record,1,0,race-7ecc5bf058cba323d432,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7ecc5bf058cba323d432 | Theresa Mitchell Dudley,2025,Theresa Mitchell Dudley,individual_candidate,one_registry_record,1,0,race-7ecc5bf058cba323d432,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-7f202ea8e34ed7d7a624 | Keron W. Alleyne,2022,Keron W. Alleyne,individual_candidate,one_registry_record,1,0,race-7f202ea8e34ed7d7a624,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-849af2fd1b577481cd2b | Colin D. Smith,2022,Colin D. Smith,individual_candidate,one_registry_record,1,0,race-849af2fd1b577481cd2b,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-849af2fd1b577481cd2b | Dana Levenberg,2022,Dana Levenberg,individual_candidate,one_registry_record,1,0,race-849af2fd1b577481cd2b,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-849af2fd1b577481cd2b | Vanessa Agudelo,2022,Vanessa Agudelo,individual_candidate,one_registry_record,1,0,race-849af2fd1b577481cd2b,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Alexander White,2021,Alexander White,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Anthony Hall Jr.,2021,Anthony Hall Jr.,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Brittan Hardgers,2021,Brittan Hardgers,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Jasmin Reggler,2021,Jasmin Reggler,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Jazzmyn Ivery,2021,Jazzmyn Ivery,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Jonathan Hardin,2021,Jonathan Hardin,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Kim Smith,2021,Kim Smith,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Leticia Astacio,2021,Leticia Astacio,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Luis Aponte,2021,Luis Aponte,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Miguel Melendez Jr.,2021,Miguel Melendez Jr.,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Miquel Powell,2021,Miquel Powell,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Mitch Gruber,2021,Mitch Gruber,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Patricia McGahee,2021,Patricia McGahee,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Victor Sanchez,2021,Victor Sanchez,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-84ecee2258420ae34951 | Willie Lightfoot Jr.,2021,Willie Lightfoot Jr.,individual_candidate,one_registry_record,1,0,race-84ecee2258420ae34951,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8530b8aec7d615db3151 | Hannah Blair Kinder,2021,Hannah Blair Kinder,individual_candidate,one_registry_record,1,0,race-8530b8aec7d615db3151,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8530b8aec7d615db3151 | Jerrauld Charles Corey Jones,2021,Jerrauld Charles Corey Jones,individual_candidate,one_registry_record,1,0,race-8530b8aec7d615db3151,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-85b2e006fa2ae5e8a85f | Darryl J. Young Jr.,2022,Darryl J. Young Jr.,individual_candidate,one_registry_record,1,0,race-85b2e006fa2ae5e8a85f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-85b2e006fa2ae5e8a85f | Joshua Crowder,2022,Joshua Crowder,individual_candidate,one_registry_record,1,0,race-85b2e006fa2ae5e8a85f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-85b2e006fa2ae5e8a85f | Josie Raymond,2022,Josie Raymond,individual_candidate,one_registry_record,1,0,race-85b2e006fa2ae5e8a85f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-87536ce63cbcd2897523 | Jovita Schiffer,2024,Jovita Schiffer,individual_candidate,one_registry_record,1,0,race-87536ce63cbcd2897523,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-87536ce63cbcd2897523 | Judy Amabile,2024,Judy Amabile,individual_candidate,one_registry_record,1,0,race-87536ce63cbcd2897523,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-885bf92cab55e56ae2b7 | Cindy Bass,2023,Cindy Bass,individual_candidate,one_registry_record,1,0,race-885bf92cab55e56ae2b7,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-885bf92cab55e56ae2b7 | Seth Anderson-Oberman,2023,Seth Anderson-Oberman,individual_candidate,one_registry_record,1,0,race-885bf92cab55e56ae2b7,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-896b7a238243a848b1c2 | Amish Shah,2018,Amish Shah,individual_candidate,one_registry_record,1,0,race-896b7a238243a848b1c2,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
