statement_key,race_id,candidate_name,election_date,group,quote,source_url,model_name,device,topic_code,topic_name,similarity,runner_up_code,runner_up_name,runner_up_similarity,margin,keyword_topic_code,keyword_score,keyword_agrees,reviewed_topic
f2b95263508c4c1f0562136d,race-e17ce052c9a9edfe68f6,Steve Solomon,2018-06-26,opponent,"I support the ideas first set forth in the 1980 master plan. Preventing urban sprawl, preserving open spaces and farmland.",https://www.mocoalliance.org/uploads/4/8/8/6/48867647/solomon_2018.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.363031,4,Agriculture,0.310580,0.052451,,0.000000,false,housing
f2b95263508c4c1f0562136d,race-e17ce052c9a9edfe68f6,Steve Solomon,2018-06-26,opponent,"Yes, I support another bridge over the Potomac.",https://www.mocoalliance.org/uploads/4/8/8/6/48867647/solomon_2018.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,10,Transportation,0.214009,16,Defense and veterans,0.143951,0.070058,10,0.447214,true,climate_energy
a4b24a906d5ac9b02025ac7b,race-7e4150318d47dffcf2ff,Gabriela Biro,2024-11-05,endorsed,"I advocate for restorative justice practices over traditional disciplinary measures, fostering understanding and growth instead of punishment.",https://www.votersorganized.org/s/2024_0923_Biro_OPSB-D2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.386802,23,"Culture, family and social issues",0.198201,0.188600,,0.000000,false,public_safety
a4b24a906d5ac9b02025ac7b,race-7e4150318d47dffcf2ff,Gabriela Biro,2024-11-05,endorsed,I believe expanding the number of community schools is essential for restoring a more appropriate level of oversight and authority.,https://www.votersorganized.org/s/2024_0923_Biro_OPSB-D2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.322326,6,Education,0.317087,0.005239,,0.000000,false,education
a4b24a906d5ac9b02025ac7b,race-7e4150318d47dffcf2ff,Gabriela Biro,2024-11-05,endorsed,I strongly advocate for increased compensation for our teachers.,https://www.votersorganized.org/s/2024_0923_Biro_OPSB-D2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,6,Education,0.260040,5,Labor and employment,0.153501,0.106539,,0.000000,false,labor
a4b24a906d5ac9b02025ac7b,race-7e4150318d47dffcf2ff,Gabriela Biro,2024-11-05,endorsed,"I am firmly opposed to the GATOR voucher program, as it undermines public education by diverting funds intended for public schools.",https://www.votersorganized.org/s/2024_0923_Biro_OPSB-D2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,6,Education,0.386000,13,Social welfare,0.158408,0.227593,6,0.447214,true,education
a4b24a906d5ac9b02025ac7b,race-7e4150318d47dffcf2ff,Gabriela Biro,2024-11-05,endorsed,So I want to make sure we integrate mental health services into the schools.,https://www.votersorganized.org/s/2024_0923_Biro_OPSB-D2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.350985,13,Social welfare,0.289932,0.061053,,0.000000,false,healthcare
1f395d921dd512538989b4b3,race-e17ce052c9a9edfe68f6,Ashwani Jain,2018-06-26,opponent,"As we develop, we can entice developers by providing them with additional building height and density only as a reward for 1) building more affordable housing units than traditionally required by the MPDU program, (2) installing solar panels on rooftops and making new buildings energy-efficient.",https://www.mocoalliance.org/uploads/4/8/8/6/48867647/jain_2018.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.306286,8,Energy,0.251768,0.054518,8,0.894427,false,housing
1f395d921dd512538989b4b3,race-e17ce052c9a9edfe68f6,Ashwani Jain,2018-06-26,opponent,I will work to preserve our Ag Reserve and will NOT pursue any development on this land.,https://www.mocoalliance.org/uploads/4/8/8/6/48867647/jain_2018.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,21,Public lands and water,0.339487,4,Agriculture,0.337182,0.002305,,0.000000,false,housing
1f395d921dd512538989b4b3,race-e17ce052c9a9edfe68f6,Ashwani Jain,2018-06-26,opponent,This includes those programs that have the most immediate effects on reducing congestion and pollution (like the BRT and CCT).,https://www.mocoalliance.org/uploads/4/8/8/6/48867647/jain_2018.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,10,Transportation,0.370831,7,Environment,0.327412,0.043419,7,0.447214,false,climate_energy
e7b194155bfb9ae48d5b9dcc,race-63fdf2a3a376c0513ea3,Johny Alberg,2020-08-04,opponent,Johny believes in keeping the Constitution the way it was written.,https://voter.votewa.gov/genericvoterguide.aspx?e=865&c=99,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.133370,20,Government operations,0.083153,0.050217,,0.000000,false,democracy
e7b194155bfb9ae48d5b9dcc,race-63fdf2a3a376c0513ea3,Johny Alberg,2020-08-04,opponent,not being taxed out of our homes,https://voter.votewa.gov/genericvoterguide.aspx?e=865&c=99,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.254140,13,Social welfare,0.171857,0.082284,,0.000000,false,tax_budget
ff5c41376335f0870f31ce55,race-771aff796d89fe4ec1df,Alex Mossing,2025-10-11,opponent,A five-year financial plan is essential to good governance.,https://www.bgr.org/wp-content/uploads/BGR-2025-New-Orleans-City-Council-Candidate-QA-District-A.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,1,Macroeconomics,0.227769,15,"Business, commerce and consumers",0.216622,0.011147,,0.000000,false,political_strategy
3dfe085896a9b2b66d78233e,race-3c627e0363e4b2564075,Catia Sharp,2020-09-01,opponent,I support federal single payer because it resolves big problems states can’t.,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Catia-Sharp.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.265082,3,Health,0.211703,0.053379,,0.000000,false,healthcare
3dfe085896a9b2b66d78233e,race-3c627e0363e4b2564075,Catia Sharp,2020-09-01,opponent,Housing affordability and equity is the number one issue in Somerville.,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Catia-Sharp.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.408736,3,Health,0.248752,0.159984,14,0.447214,true,housing
3dfe085896a9b2b66d78233e,race-3c627e0363e4b2564075,Catia Sharp,2020-09-01,opponent,We need to redefine what “public safety” actually means. I believe it means social work over militarized policing.,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Catia-Sharp.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.491874,13,Social welfare,0.369520,0.122354,,0.000000,false,public_safety
3dfe085896a9b2b66d78233e,race-3c627e0363e4b2564075,Catia Sharp,2020-09-01,opponent,"I further support reducing barriers relating to childcare duties for both parents, flexibility in work, maternity and paternity leave for everyone, not just those in high-income jobs, and others.",https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Catia-Sharp.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.379389,23,"Culture, family and social issues",0.228751,0.150638,,0.000000,false,labor
3dfe085896a9b2b66d78233e,race-3c627e0363e4b2564075,Catia Sharp,2020-09-01,opponent,We must invest in renewable technology and reduce barriers to implementation so that they are ubiquitous and can compete on price.,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Catia-Sharp.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,8,Energy,0.372319,7,Environment,0.207875,0.164444,8,0.447214,true,climate_energy
2d81eab2c23e2efbdcb50d24,race-e17ce052c9a9edfe68f6,Ron Colbert,2018-06-26,opponent,Taking action sooner than later to assure this cannot and does not happen would be essential.,https://www.mocoalliance.org/uploads/4/8/8/6/48867647/colbert_2018.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.094411,12,"Law, crime and justice",0.064028,0.030383,,0.000000,false,housing
2d81eab2c23e2efbdcb50d24,race-e17ce052c9a9edfe68f6,Ron Colbert,2018-06-26,opponent,I am not a big fan of the M83.,https://www.mocoalliance.org/uploads/4/8/8/6/48867647/colbert_2018.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,-0.011680,12,"Law, crime and justice",-0.027457,0.015777,,0.000000,false,climate_energy
225787f11ff2e712366d91f3,race-71a7cdf5a6e739f65b82,Aida Flores,2023-02-28,opponent,We must invest in public health approaches to violence prevention and recognize violence is often best addressed through the lens of public health.,https://www.chicagotribune.com/2023/02/07/2023-chicago-aldermanic-candidates-answer-tribune-questionnaire-aida-flores/,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.392435,13,Social welfare,0.275027,0.117408,3,0.447214,false,healthcare
225787f11ff2e712366d91f3,race-71a7cdf5a6e739f65b82,Aida Flores,2023-02-28,opponent,Implementing a community land trust model is one innovative idea that could play a role in reversing disinvestment on the South and West sides of Chicago.,https://www.chicagotribune.com/2023/02/07/2023-chicago-aldermanic-candidates-answer-tribune-questionnaire-aida-flores/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.384093,4,Agriculture,0.277471,0.106622,,0.000000,false,housing
225787f11ff2e712366d91f3,race-71a7cdf5a6e739f65b82,Aida Flores,2023-02-28,opponent,"Finally, we must implement a wraparound services program at the school level and provide support services, such as counseling, healthcare, and after-school programs, to address the non-academic barriers that may impact student success and attendance.",https://www.chicagotribune.com/2023/02/07/2023-chicago-aldermanic-candidates-answer-tribune-questionnaire-aida-flores/,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.388195,6,Education,0.329964,0.058231,3,0.447214,false,education
225787f11ff2e712366d91f3,race-71a7cdf5a6e739f65b82,Aida Flores,2023-02-28,opponent,"Yes, I support property tax relief for residents of Chicago.",https://www.chicagotribune.com/2023/02/07/2023-chicago-aldermanic-candidates-answer-tribune-questionnaire-aida-flores/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.279681,13,Social welfare,0.239253,0.040428,1,0.447214,false,tax_budget
225787f11ff2e712366d91f3,race-71a7cdf5a6e739f65b82,Aida Flores,2023-02-28,opponent,We must utilize clawback mechanisms and hold accountable actors that make promises to meet specific benchmarks and do not follow through.,https://www.chicagotribune.com/2023/02/07/2023-chicago-aldermanic-candidates-answer-tribune-questionnaire-aida-flores/,sentence-transformers/all-MiniLM-L6-v2,cpu,20,Government operations,0.225257,8,Energy,0.140242,0.085016,,0.000000,false,economic_ownership
20b27b420ce26225fab86b6b,race-885bf92cab55e56ae2b7,Cindy Bass,2023-05-16,opponent,Repairing the city’s property reassessment process to prevent unexpected property tax increases.,https://seventy.org/2024-voter-guide/2023-voter-guide-2/candidates-for-city-council/cindy-bass-democrat,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.265894,20,Government operations,0.150979,0.114915,1,0.447214,false,tax_budget
20b27b420ce26225fab86b6b,race-885bf92cab55e56ae2b7,Cindy Bass,2023-05-16,opponent,Gun violence.,https://seventy.org/2024-voter-guide/2023-voter-guide-2/candidates-for-city-council/cindy-bass-democrat,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.414564,23,"Culture, family and social issues",0.299993,0.114571,12,0.447214,true,public_safety
3a18ad1155e1da525ba89efb,race-7e4150318d47dffcf2ff,Eric Jones,2024-11-05,opponent,We should be looking at restorative practices and restorative justice. These two programs are opportunity based rather than punitive.,https://www.votersorganized.org/s/2024_0910_Jones_OPSB-D2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.387022,9,Immigration,0.252513,0.134509,,0.000000,false,public_safety
3a18ad1155e1da525ba89efb,race-7e4150318d47dffcf2ff,Eric Jones,2024-11-05,opponent,"I would work with my fellow school board members to create a pathway to return schools to School Board control, along with a better accountability system, beginning with schools that are up for renewal.",https://www.votersorganized.org/s/2024_0910_Jones_OPSB-D2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,6,Education,0.406876,14,Housing and community development,0.207157,0.199719,6,0.447214,true,education
3a18ad1155e1da525ba89efb,race-7e4150318d47dffcf2ff,Eric Jones,2024-11-05,opponent,"We have not made progress, which is precisely why I am running for the School Board.",https://www.votersorganized.org/s/2024_0910_Jones_OPSB-D2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,6,Education,0.285645,9,Immigration,0.158869,0.126776,6,0.447214,true,education
3a18ad1155e1da525ba89efb,race-7e4150318d47dffcf2ff,Eric Jones,2024-11-05,opponent,"I would prioritize building safety, teacher training and salaries and leadership development, as well as updated technology.",https://www.votersorganized.org/s/2024_0910_Jones_OPSB-D2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,6,Education,0.271990,12,"Law, crime and justice",0.268779,0.003211,6,0.447214,true,labor
3a18ad1155e1da525ba89efb,race-7e4150318d47dffcf2ff,Eric Jones,2024-11-05,opponent,I believe that the result of this agenda will be to reduce the number of students attending public schools. This means the closing and further consolidation of schools in favor of privatization.,https://www.votersorganized.org/s/2024_0910_Jones_OPSB-D2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,6,Education,0.463873,14,Housing and community development,0.270597,0.193277,,0.000000,false,education
6eb39b7734f505e5a393b823,race-2e28c0e4d9bec0a415a3,Deb Mell,2019-02-26,opponent,"At a city-wide level, I’ve worked to make Chicago a better and more fair place for workers and families, leading the fight to raise the minimum wage and require paid sick leave.",https://news.wttw.com/elections/voters-guide/2019/candidates/chicago-city-council/deborah-mell,sentence-transformers/all-MiniLM-L6-v2,cpu,5,Labor and employment,0.319443,13,Social welfare,0.248017,0.071426,5,0.447214,true,labor
6eb39b7734f505e5a393b823,race-2e28c0e4d9bec0a415a3,Deb Mell,2019-02-26,opponent,"If I’m able to serve another term in city council, I’ll continue this work — improving our schools and voting to finally have an elected school board in Chicago.",https://news.wttw.com/elections/voters-guide/2019/candidates/chicago-city-council/deborah-mell,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.289271,14,Housing and community development,0.288241,0.001030,6,0.447214,false,democracy
6eb39b7734f505e5a393b823,race-2e28c0e4d9bec0a415a3,Deb Mell,2019-02-26,opponent,"I want to continue building on an inclusive, community driven housing agenda that preserves and expands our inventory of safe and affordable housing in the 33rd Ward so that every resident can afford to live in Chicago without fear of being priced out of their neighborhood.",https://news.wttw.com/elections/voters-guide/2019/candidates/chicago-city-council/deborah-mell,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.524987,13,Social welfare,0.298440,0.226547,14,0.447214,true,housing
6eb39b7734f505e5a393b823,race-2e28c0e4d9bec0a415a3,Deb Mell,2019-02-26,opponent,I will also work to establish a 33rd Ward Community Justice Center that can facilitate restorative justice practices and other forms of conflict resolution.,https://news.wttw.com/elections/voters-guide/2019/candidates/chicago-city-council/deborah-mell,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.307166,2,Civil rights and liberties,0.253987,0.053179,,0.000000,false,public_safety
6eb39b7734f505e5a393b823,race-2e28c0e4d9bec0a415a3,Deb Mell,2019-02-26,opponent,"I will focus on establishing greater community control over decision making by working towards a democratically elected school board; identifying progressive forms of revenue to help ensure our classrooms have the resources and support they need; appropriating capital investments where they are needed to most so to ensure the physical safety and vibrancy of our schools; and ending costly privatization schemes that are a giveaway to corporations, without any mechanism for accountability.",https://news.wttw.com/elections/voters-guide/2019/candidates/chicago-city-council/deborah-mell,sentence-transformers/all-MiniLM-L6-v2,cpu,6,Education,0.439957,14,Housing and community development,0.381151,0.058806,1,0.447214,false,education
59386fcc61979fd791d69169,race-3473e276467be8490f7a,Michael G. “Mike” Strain,2019-10-12,opponent,"Agriculture contributes 9%. What can we do? We can change the way we do things. Row rice, markedly less water, 75% less water. Farmers are stewards of the earth and want to do what is best.",https://www.pbs.org/video/ag-comm-forum-solar-panels-monroe-medical-foto-sisters-j1x6qa/,sentence-transformers/all-MiniLM-L6-v2,cpu,4,Agriculture,0.430985,21,Public lands and water,0.366833,0.064152,4,0.447214,true,climate_energy
59386fcc61979fd791d69169,race-ab159e431662d849f3f8,"Michael G. ""Mike"" Strain",2019-10-12,opponent,"Agriculture contributes 9%. What can we do? We can change the way we do things. Row rice, markedly less water, 75% less water. Farmers are stewards of the earth and want to do what is best.",https://www.pbs.org/video/ag-comm-forum-solar-panels-monroe-medical-foto-sisters-j1x6qa/,sentence-transformers/all-MiniLM-L6-v2,cpu,4,Agriculture,0.430985,21,Public lands and water,0.366833,0.064152,4,0.447214,true,climate_energy
c33fd7d32edd7e31101e1605,race-9400e70ef79c1129b61c,Gwendolyn Hosea-Mimms,2025-08-05,opponent,I think apathy is killing our democracy and I know that change only comes with persistent advocacy bringing attention to issues that effect you and that you feels is important.,https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2025/08/edition-1.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.157904,20,Government operations,0.146470,0.011434,,0.000000,false,political_strategy
c33fd7d32edd7e31101e1605,race-9400e70ef79c1129b61c,Gwendolyn Hosea-Mimms,2025-08-05,opponent,We cannot influence the outcomes if we are not at the table. Let’s Act. Vote for me.,https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2025/08/edition-1.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,20,Government operations,0.229475,12,"Law, crime and justice",0.183313,0.046161,,0.000000,false,democracy
ca5fa5d4931e76bf043e4487,race-c2af122ea1c155492aba,Stephanie Gallardo,2022-08-02,endorsed,We need federal spending priorities that ensure equal educational opportunity for all students.,https://voter.votewa.gov/elections/candidate.ashx?e=876&r=101413&b=1543967&la=en&c=99,sentence-transformers/all-MiniLM-L6-v2,cpu,6,Education,0.448267,13,Social welfare,0.279429,0.168838,,0.000000,false,education
ca5fa5d4931e76bf043e4487,race-c2af122ea1c155492aba,Stephanie Gallardo,2022-08-02,endorsed,"If elected, I will prioritize canceling federal student loan debt, universal healthcare, campaign finance reform, a Green New Deal, and fully funding our public schools, financed with a drastic cut to the bloated military budget.",https://voter.votewa.gov/elections/candidate.ashx?e=876&r=101413&b=1543967&la=en&c=99,sentence-transformers/all-MiniLM-L6-v2,cpu,20,Government operations,0.379515,6,Education,0.367571,0.011944,1,0.447214,false,education
636c2aeced63d06ac109561b,race-3473e276467be8490f7a,Marguerite Green,2019-10-12,endorsed,"I agree with Commissioner Strain, except I believe that should come from the repealing of industrial tax exemption, not on gas purchases. We incentivize gas and oil companies to build facility and give tax breaks up to 90%.",https://www.pbs.org/video/ag-comm-forum-solar-panels-monroe-medical-foto-sisters-j1x6qa/,sentence-transformers/all-MiniLM-L6-v2,cpu,8,Energy,0.264073,15,"Business, commerce and consumers",0.203321,0.060752,1,0.447214,false,tax_budget
636c2aeced63d06ac109561b,race-3473e276467be8490f7a,Marguerite Green,2019-10-12,endorsed,I believe our state should explore industries to capture carbon and create economies. We can create soil amendments that increase soil health and capture carbon back into the soil.,https://www.pbs.org/video/ag-comm-forum-solar-panels-monroe-medical-foto-sisters-j1x6qa/,sentence-transformers/all-MiniLM-L6-v2,cpu,7,Environment,0.413252,21,Public lands and water,0.381466,0.031787,,0.000000,false,climate_energy
1e38a35ec32b4391b179893d,race-8a99a689340f254d2852,Lindsay McHaffie,2021-08-03,opponent,"Relying on the bus system is difficult to do, because the buses are not consistent. The bus is usually late or early, resulting in being late to appointments.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2021/08/edition-2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.157929,13,Social welfare,0.059276,0.098653,,0.000000,false,climate_energy
1e38a35ec32b4391b179893d,race-8a99a689340f254d2852,Lindsay McHaffie,2021-08-03,opponent,"I would like to be on the finance committee to audit all of the beneficiaries of the city taxes. Abusing the budget in this way is common practice, and needs to end. The city needs to live within its means, and stop enabling budget abuse.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2021/08/edition-2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,20,Government operations,0.280161,1,Macroeconomics,0.240040,0.040122,1,0.447214,false,tax_budget
951e8d4c7c9ee269d318b8fa,race-c2af122ea1c155492aba,Seth D Pedersen,2022-08-02,opponent,"Instead of working for the establishment elite, I will stand up against starting foreign wars.",https://voter.votewa.gov/elections/candidate.ashx?e=876&r=101413&b=1550631&la=en&c=99,sentence-transformers/all-MiniLM-L6-v2,cpu,19,International affairs,0.293663,16,Defense and veterans,0.244918,0.048745,,0.000000,false,foreign_policy
951e8d4c7c9ee269d318b8fa,race-c2af122ea1c155492aba,Seth D Pedersen,2022-08-02,opponent,I will vote for one-issue bills and require that all bills are seen by the public prior to being voted on.,https://voter.votewa.gov/elections/candidate.ashx?e=876&r=101413&b=1550631&la=en&c=99,sentence-transformers/all-MiniLM-L6-v2,cpu,10,Transportation,0.293202,3,Health,0.255533,0.037668,,0.000000,false,democracy
951e8d4c7c9ee269d318b8fa,race-c2af122ea1c155492aba,Seth D Pedersen,2022-08-02,opponent,"I will stand up for the rights of our children and families, a return to American energy independence, and ending federal overreach.",https://voter.votewa.gov/elections/candidate.ashx?e=876&r=101413&b=1550631&la=en&c=99,sentence-transformers/all-MiniLM-L6-v2,cpu,2,Civil rights and liberties,0.249794,8,Energy,0.233526,0.016268,8,0.447214,false,climate_energy
1c7d9a43eefb71b8ef666d4b,race-8a99a689340f254d2852,Nikkita Oliver,2021-08-03,endorsed,A vote for Nikkita is a vote for a city that embodies racial and economic justice. A city with labor protections for freelancers and prevailing wages and healthcare for frontline workers.,https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2021/08/edition-2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.243395,12,"Law, crime and justice",0.215263,0.028133,3,0.447214,false,labor
1c7d9a43eefb71b8ef666d4b,race-8a99a689340f254d2852,Nikkita Oliver,2021-08-03,endorsed,"A city that enacts progressive revenue to meet the basic needs of Seattleites, including housing for all.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2021/08/edition-2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.422741,13,Social welfare,0.301347,0.121394,1,0.447214,false,housing
1c7d9a43eefb71b8ef666d4b,race-8a99a689340f254d2852,Nikkita Oliver,2021-08-03,endorsed,"A city that takes bold action to address the climate crisis by working towards free transit, and by reforming a zoning code that restricts our supply of affordable housing.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2021/08/edition-2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.396124,10,Transportation,0.344166,0.051959,14,0.894427,true,climate_energy
1c7d9a43eefb71b8ef666d4b,race-8a99a689340f254d2852,Nikkita Oliver,2021-08-03,endorsed,"A city that takes bold action to address the climate crisis by working towards free transit, and by reforming a zoning code that restricts our supply of affordable housing.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2021/08/edition-2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.396124,10,Transportation,0.344166,0.051959,14,0.894427,true,housing
07b2e0bcb9f8b4bd937b8967,race-a241869bcd246e43da06,Sasha Anderson,2019-08-06,opponent,"The pressing issues of climate change, affordable housing, and education are my priorities and my platform is built on unity.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2019/08/edition-1.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,7,Environment,0.341920,13,Social welfare,0.279213,0.062708,6,0.447214,false,housing
07b2e0bcb9f8b4bd937b8967,race-a241869bcd246e43da06,Sasha Anderson,2019-08-06,opponent,I know the council has the revenue and the power to create real change for the city and it is my mission to enact it.,https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2019/08/edition-1.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.289466,10,Transportation,0.269752,0.019714,1,0.447214,false,political_strategy
78cd53482a616b42941ab46a,race-e587bbefb97c581e910a,Sheley Secrest,2017-08-01,opponent,"To ensure that every person feels safe when they leave their homes, we require a well-trained, culturally-competent police force.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.323891,16,Defense and veterans,0.224689,0.099202,12,0.447214,true,public_safety
78cd53482a616b42941ab46a,race-e587bbefb97c581e910a,Sheley Secrest,2017-08-01,opponent,"I served on Seattle’s Office of Professional Accountability, where I worked with the Council and Mayor to create stronger systems of civilian oversight of the police to improve the community’s trust.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.349263,20,Government operations,0.257308,0.091955,12,0.447214,true,public_safety
78cd53482a616b42941ab46a,race-e587bbefb97c581e910a,Sheley Secrest,2017-08-01,opponent,"Between those two, I see full-time workers making less than a living wage and being priced out of their homes.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,5,Labor and employment,0.340203,14,Housing and community development,0.307915,0.032288,,0.000000,false,labor
78cd53482a616b42941ab46a,race-e587bbefb97c581e910a,Sheley Secrest,2017-08-01,opponent,"We must make sure every person who works hard has a place to live, that’s why, while on the board of the Black Community Impact Alliance, we secured the purchase of the YK building, which will house 130 young adults making less than $19,000 annually.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.312269,13,Social welfare,0.177550,0.134719,,0.000000,false,housing
d1847fa2655cd22d5b466c09,race-8a99a689340f254d2852,Xtian Gunther,2021-08-03,opponent,"I’ll introduce legislation to create a housing Public Utility District to build many thousands of ‘green’ supportive, affordable rental and first-time home buyer units around Seattle.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2021/08/edition-2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.418858,8,Energy,0.318000,0.100858,14,0.447214,true,housing
d1847fa2655cd22d5b466c09,race-8a99a689340f254d2852,Xtian Gunther,2021-08-03,opponent,"A small, well-trained, elite armed division should supplement a larger public safety department that addresses the needs of our growing city. We can provide much day-to-day safety via ‘By-Law’, mental health and community officers -without guns.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2021/08/edition-2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.408575,16,Defense and veterans,0.354262,0.054313,,0.000000,false,public_safety
d1847fa2655cd22d5b466c09,race-8a99a689340f254d2852,Xtian Gunther,2021-08-03,opponent,"Let’s make SeattleSubway’s comprehensive subway system vision map a reality, putting humans above autos.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2021/08/edition-2.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,10,Transportation,0.310773,13,Social welfare,0.144271,0.166503,,0.000000,false,climate_energy
38ef928b40fc330449ddc42d,race-a241869bcd246e43da06,Alex Pedersen,2019-08-06,opponent,"We should fund only data-driven, best practices proven to reduce homelessness. I will coordinate with King County on mental health and drug dependency solutions to craft a comprehensive plan and achieve real progress on this regional crisis.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2019/08/edition-1.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.413707,14,Housing and community development,0.359039,0.054668,13,0.447214,true,housing
