race_id,question_id,question,topic,endorsed_candidate,other_democrat,endorsed_option,other_option,code_relationship,endorsed_explanation,other_explanation,caveats,interpretation_limit
race-d0d830cb7a9e40e91152,question12,What is your position on NYC’s sanctuary city laws?,Federal Government,Zohran Kwame Mamdani,Scott M. Stringer,Change the laws: City authorities should further restrict cooperation with federal authorities,"Laws should remain as they are: City authorities should only cooperate with federal agents on immigration enforcement where a person has previously been convicted of a qualifying crime, regardless of new charges",different_publisher_option,“The Trump administration is waging war on the First Amendment and our constitutional rights as it continues to abduct New Yorkers from across our city. Any effort to cooperate with these efforts is a moral stain on our city. We should strengthen our sanctuary city laws.”,"“Trump’s immigration crackdown is an embarrassment that unjustly targets undocumented New Yorkers. NYC will double down on sanctuary protections, ensuring no city agency helps ICE or federal law enforcement carry out political persecution.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question12,What is your position on NYC’s sanctuary city laws?,Federal Government,Zohran Kwame Mamdani,Whitney R. Tilson,Change the laws: City authorities should further restrict cooperation with federal authorities,"Change the laws: City authorities should help federal agents with enforcement for people charged with violent felonies, in addition to those already convicted",different_publisher_option,“The Trump administration is waging war on the First Amendment and our constitutional rights as it continues to abduct New Yorkers from across our city. Any effort to cooperate with these efforts is a moral stain on our city. We should strengthen our sanctuary city laws.”,"“I strongly believe in New York's status as a sanctuary city. The only area where I think there should be limited cooperation is in the area of people who are here, who are not US citizens, who are committing serious crimes.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question13,How should the next mayor deal with President Trump?,Federal Government,Zohran Kwame Mamdani,Adrienne E. Adams,Resistance is the priority,Resistance is the priority,same_publisher_option,“What we saw under Donald Trump's first presidency is there's far more respect for someone who fights back than someone who simply relents.”,"“I cannot in good faith ever as mayor — as I have watched our current mayor do — be silent or cozy up to the Trump administration to the detriment, quite frankly, of our citizens of this city.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question13,How should the next mayor deal with President Trump?,Federal Government,Zohran Kwame Mamdani,Michael Blake,Resistance is the priority,Resistance is the priority,same_publisher_option,“What we saw under Donald Trump's first presidency is there's far more respect for someone who fights back than someone who simply relents.”,“You work with him in the areas where it’s workable. But you have to check this foolishness.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question13,How should the next mayor deal with President Trump?,Federal Government,Zohran Kwame Mamdani,Andrew M. Cuomo,Resistance is the priority,,no_coded_option,“What we saw under Donald Trump's first presidency is there's far more respect for someone who fights back than someone who simply relents.”,"“I will work with any willing partner to advance New York City’s vital interests, but I will fight back against any incursions on the values or economic interests of all New Yorkers.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question13,How should the next mayor deal with President Trump?,Federal Government,Zohran Kwame Mamdani,Brad Lander,Resistance is the priority,Resistance is the priority,same_publisher_option,“What we saw under Donald Trump's first presidency is there's far more respect for someone who fights back than someone who simply relents.”,"“It matters when people stand up,” Lander said. “What tyrants count on is fear; that is their whole game plan. They know that if they get out there and make people afraid, then people will cower.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question13,How should the next mayor deal with President Trump?,Federal Government,Zohran Kwame Mamdani,Zellnor Myrie,Resistance is the priority,Resistance is the priority,same_publisher_option,“What we saw under Donald Trump's first presidency is there's far more respect for someone who fights back than someone who simply relents.”,"Myrie wants to create a new unit within the city’s Law Department to file suits against the Trump administration should “coercive policy demands” be placed on the city, and also to be prepared to “withhold our tax dollars from the federal government.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question13,How should the next mayor deal with President Trump?,Federal Government,Zohran Kwame Mamdani,Jessica Ramos,Resistance is the priority,Seek partnership and focus on benefits,different_publisher_option,“What we saw under Donald Trump's first presidency is there's far more respect for someone who fights back than someone who simply relents.”,"In addition to selecting this response, Ramos says she has bright red lines where she would not be able to find partnership with the Trump admin and would resist, should those be crossed. “If he really is going to take away federal funding — whether it’s from education, SNAP benefits, social security benefits, and many of our retirees, including HIV-positive survivors… we have to be able to withhold our federal taxes from Donald Trump.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question13,How should the next mayor deal with President Trump?,Federal Government,Zohran Kwame Mamdani,Scott M. Stringer,Resistance is the priority,Resistance is the priority,same_publisher_option,“What we saw under Donald Trump's first presidency is there's far more respect for someone who fights back than someone who simply relents.”,"“Let's think about the kind of mayor we want in this moment. I think everyone agrees we will march, we will fight, we will lay our bodies on the floor.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question13,How should the next mayor deal with President Trump?,Federal Government,Zohran Kwame Mamdani,Whitney R. Tilson,Resistance is the priority,Neutrality: focus on the city and let the governor and congressional delegation deal with the White House,different_publisher_option,“What we saw under Donald Trump's first presidency is there's far more respect for someone who fights back than someone who simply relents.”,,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question14,What is your spending priority for $500 million in opioid settlement funds?,Health,Zohran Kwame Mamdani,Adrienne E. Adams,Supportive housing services for people with substance use disorders,Supportive housing services for people with substance use disorders,same_publisher_option,"Mamdani promises to expand access to substance use treatment and safe injection facilities, “ensuring they are equitably located across the city.”","“This funding should also support harm reduction and other treatment programs, as well as law enforcement efforts targeting drug dealers.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question14,What is your spending priority for $500 million in opioid settlement funds?,Health,Zohran Kwame Mamdani,Michael Blake,Supportive housing services for people with substance use disorders,Supportive housing services for people with substance use disorders,same_publisher_option,"Mamdani promises to expand access to substance use treatment and safe injection facilities, “ensuring they are equitably located across the city.”",Blake is calling on Comptroller Brad Lander to launch an inquiry into how New York City has been spending Opioid Settlement Fund dollars.,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question14,What is your spending priority for $500 million in opioid settlement funds?,Health,Zohran Kwame Mamdani,Andrew M. Cuomo,Supportive housing services for people with substance use disorders,Supportive housing services for people with substance use disorders,same_publisher_option,"Mamdani promises to expand access to substance use treatment and safe injection facilities, “ensuring they are equitably located across the city.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question14,What is your spending priority for $500 million in opioid settlement funds?,Health,Zohran Kwame Mamdani,Brad Lander,Supportive housing services for people with substance use disorders,Supportive housing services for people with substance use disorders,same_publisher_option,"Mamdani promises to expand access to substance use treatment and safe injection facilities, “ensuring they are equitably located across the city.”",“We can in New York City effectively end street homelessness for people with serious mental illness.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question14,What is your spending priority for $500 million in opioid settlement funds?,Health,Zohran Kwame Mamdani,Zellnor Myrie,Supportive housing services for people with substance use disorders,Supportive housing services for people with substance use disorders,same_publisher_option,"Mamdani promises to expand access to substance use treatment and safe injection facilities, “ensuring they are equitably located across the city.”",“There are current needle cleanup programs that need to be expanded. We need more social workers and EMTs to be working together in that area to ensure that people remain safe.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question14,What is your spending priority for $500 million in opioid settlement funds?,Health,Zohran Kwame Mamdani,Jessica Ramos,Supportive housing services for people with substance use disorders,Supportive housing services for people with substance use disorders,same_publisher_option,"Mamdani promises to expand access to substance use treatment and safe injection facilities, “ensuring they are equitably located across the city.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question14,What is your spending priority for $500 million in opioid settlement funds?,Health,Zohran Kwame Mamdani,Scott M. Stringer,Supportive housing services for people with substance use disorders,Supportive housing services for people with substance use disorders,same_publisher_option,"Mamdani promises to expand access to substance use treatment and safe injection facilities, “ensuring they are equitably located across the city.”","“We need to invest in housing-first initiatives that provide stable housing paired with comprehensive services in order to reduce homelessness and promote long-term well-being. Expanding rapid rehousing programs, providing mental health counseling, addiction recovery, and job training in mixed-use neighborhoods will enable individuals to regain stability and self-sufficiency.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question14,What is your spending priority for $500 million in opioid settlement funds?,Health,Zohran Kwame Mamdani,Whitney R. Tilson,Supportive housing services for people with substance use disorders,Supportive housing services for people with substance use disorders,same_publisher_option,"Mamdani promises to expand access to substance use treatment and safe injection facilities, “ensuring they are equitably located across the city.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question15,Do you support involuntary hospitalization for people with volatile episodes of mental illness?,Health,Zohran Kwame Mamdani,Adrienne E. Adams,I oppose the law’s premise: People’s rights to make their own mental health care decisions should not be compromised,,no_coded_option,"“I will build an integrated system of mental health, housing, and substance use services, such that hospitalization is rare.”","“Involuntary removals and hospitalizations — meant for rare cases — now dominate the focus of policy discussions and shouldn't because they don't yield successful outcomes without sufficient mental healthcare access."" To improve access Adams promises to expand psychiatric hospital beds, residential treatment programs and mobile treatment teams.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question15,Do you support involuntary hospitalization for people with volatile episodes of mental illness?,Health,Zohran Kwame Mamdani,Michael Blake,I oppose the law’s premise: People’s rights to make their own mental health care decisions should not be compromised,I support the bill's premise but it does not go far enough,different_publisher_option,"“I will build an integrated system of mental health, housing, and substance use services, such that hospitalization is rare.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question15,Do you support involuntary hospitalization for people with volatile episodes of mental illness?,Health,Zohran Kwame Mamdani,Andrew M. Cuomo,I oppose the law’s premise: People’s rights to make their own mental health care decisions should not be compromised,I support the law’s premise: It needs to be easier to hospitalize people when warranted.,different_publisher_option,"“I will build an integrated system of mental health, housing, and substance use services, such that hospitalization is rare.”","“If a person is mentally ill, the wrong thing to do is actually leave them on the street. The right thing to do, right thing to do is to get them the help they need.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question15,Do you support involuntary hospitalization for people with volatile episodes of mental illness?,Health,Zohran Kwame Mamdani,Brad Lander,I oppose the law’s premise: People’s rights to make their own mental health care decisions should not be compromised,I support the law’s premise: It needs to be easier to hospitalize people when warranted.,different_publisher_option,"“I will build an integrated system of mental health, housing, and substance use services, such that hospitalization is rare.”","“While I support involuntary hospitalization when people are a danger to themselves or others, solving the problem requires utilizing a “housing first” that connects people to housing and services.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question15,Do you support involuntary hospitalization for people with volatile episodes of mental illness?,Health,Zohran Kwame Mamdani,Zellnor Myrie,I oppose the law’s premise: People’s rights to make their own mental health care decisions should not be compromised,I support the law’s premise: It needs to be easier to hospitalize people when warranted.,different_publisher_option,"“I will build an integrated system of mental health, housing, and substance use services, such that hospitalization is rare.”","“What happens after that involuntary commitment, to me, is just as important as removing them from the public space. If we are sending that individual to Rikers where they're going to get worse, or we're sending them to the emergency room where they're going to cycle right back out, that is unhelpful on both counts.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question15,Do you support involuntary hospitalization for people with volatile episodes of mental illness?,Health,Zohran Kwame Mamdani,Jessica Ramos,I oppose the law’s premise: People’s rights to make their own mental health care decisions should not be compromised,I support the law’s premise: It needs to be easier to hospitalize people when warranted.,different_publisher_option,"“I will build an integrated system of mental health, housing, and substance use services, such that hospitalization is rare.”","“We have to solve the quandary of, well, where do we take them to? Yes, there's the hospital but there has to be a place where hopefully it's a supportive housing environment where they're getting all of the help that they need.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question15,Do you support involuntary hospitalization for people with volatile episodes of mental illness?,Health,Zohran Kwame Mamdani,Scott M. Stringer,I oppose the law’s premise: People’s rights to make their own mental health care decisions should not be compromised,I support the law’s premise: It needs to be easier to hospitalize people when warranted.,different_publisher_option,"“I will build an integrated system of mental health, housing, and substance use services, such that hospitalization is rare.”","“My quality-of-life plan focuses on addressing the mental health crisis in this city by investing in our city’s mental health infrastructure and making services available 24/7. While I support strengthening involuntary commitment laws in the interest of public safety, it must only be in the most extreme cases.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question15,Do you support involuntary hospitalization for people with volatile episodes of mental illness?,Health,Zohran Kwame Mamdani,Whitney R. Tilson,I oppose the law’s premise: People’s rights to make their own mental health care decisions should not be compromised,I support the law’s premise: It needs to be easier to hospitalize people when warranted.,different_publisher_option,"“I will build an integrated system of mental health, housing, and substance use services, such that hospitalization is rare.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question17,What kind of manager should the next mayor be?,Leadership,Zohran Kwame Mamdani,Adrienne E. Adams,The Delegator — hire top talent to run agencies and rely on their judgment,The Partner — make decisions in coordination with the City Council,different_publisher_option,"“I have seen in previous mayoral administrations, across the ideological spectrum, examples that I would love to bring into my administration of how you can empower the people who know the most about the work that you're seeking to accomplish.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question17,What kind of manager should the next mayor be?,Leadership,Zohran Kwame Mamdani,Michael Blake,The Delegator — hire top talent to run agencies and rely on their judgment,The Delegator — hire top talent to run agencies and rely on their judgment,same_publisher_option,"“I have seen in previous mayoral administrations, across the ideological spectrum, examples that I would love to bring into my administration of how you can empower the people who know the most about the work that you're seeking to accomplish.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question17,What kind of manager should the next mayor be?,Leadership,Zohran Kwame Mamdani,Andrew M. Cuomo,The Delegator — hire top talent to run agencies and rely on their judgment,The Decider — centralize decision-making with the mayor and close advisers,different_publisher_option,"“I have seen in previous mayoral administrations, across the ideological spectrum, examples that I would love to bring into my administration of how you can empower the people who know the most about the work that you're seeking to accomplish.”","“I would centralize decision-making, and would rely on close advisors who best understand the nuances of each issue. And in turn, implementation would rest with skilled agency heads.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question17,What kind of manager should the next mayor be?,Leadership,Zohran Kwame Mamdani,Brad Lander,The Delegator — hire top talent to run agencies and rely on their judgment,The Delegator — hire top talent to run agencies and rely on their judgment,same_publisher_option,"“I have seen in previous mayoral administrations, across the ideological spectrum, examples that I would love to bring into my administration of how you can empower the people who know the most about the work that you're seeking to accomplish.”","“What I like to do is bring people together, set ambitious goals and then take pragmatic and really data-driven steps to get things done.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question17,What kind of manager should the next mayor be?,Leadership,Zohran Kwame Mamdani,Zellnor Myrie,The Delegator — hire top talent to run agencies and rely on their judgment,The Delegator — hire top talent to run agencies and rely on their judgment,same_publisher_option,"“I have seen in previous mayoral administrations, across the ideological spectrum, examples that I would love to bring into my administration of how you can empower the people who know the most about the work that you're seeking to accomplish.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question17,What kind of manager should the next mayor be?,Leadership,Zohran Kwame Mamdani,Jessica Ramos,The Delegator — hire top talent to run agencies and rely on their judgment,The Delegator — hire top talent to run agencies and rely on their judgment,same_publisher_option,"“I have seen in previous mayoral administrations, across the ideological spectrum, examples that I would love to bring into my administration of how you can empower the people who know the most about the work that you're seeking to accomplish.”",“The mayor is the CEO who provides the common vision.... I would want to cast a very wide net in terms of attracting the most talented people in our city and then actually trusting them to do their job.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question17,What kind of manager should the next mayor be?,Leadership,Zohran Kwame Mamdani,Scott M. Stringer,The Delegator — hire top talent to run agencies and rely on their judgment,The Decider — centralize decision-making with the mayor and close advisers,different_publisher_option,"“I have seen in previous mayoral administrations, across the ideological spectrum, examples that I would love to bring into my administration of how you can empower the people who know the most about the work that you're seeking to accomplish.”","“New York needs a mayor who wakes up every morning focused on what he can do to make the city work better for the people who live here. That will take centralizing decisions and leading with conviction, it will take working closely with City Council and other elected leaders, and it will require hiring the best people to run city agencies.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question17,What kind of manager should the next mayor be?,Leadership,Zohran Kwame Mamdani,Whitney R. Tilson,The Delegator — hire top talent to run agencies and rely on their judgment,The Delegator — hire top talent to run agencies and rely on their judgment,same_publisher_option,"“I have seen in previous mayoral administrations, across the ideological spectrum, examples that I would love to bring into my administration of how you can empower the people who know the most about the work that you're seeking to accomplish.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question18,"A generation from now, what’s the one legacy you’d like New Yorkers to recall from the next mayor?",Leadership,Zohran Kwame Mamdani,Adrienne E. Adams,They expanded opportunities for poor and working-class New Yorkers,They expanded opportunities for poor and working-class New Yorkers,same_publisher_option,"“If you make it universal, the benefits are not just fiscal. They're also public safety. They're also peace of mind.”",“That I was a mayor for us who ended the disappointment and disinterest our communities have felt from their city government by replacing drama and nonsense with competence and integrity.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question18,"A generation from now, what’s the one legacy you’d like New Yorkers to recall from the next mayor?",Leadership,Zohran Kwame Mamdani,Michael Blake,They expanded opportunities for poor and working-class New Yorkers,They expanded opportunities for poor and working-class New Yorkers,same_publisher_option,"“If you make it universal, the benefits are not just fiscal. They're also public safety. They're also peace of mind.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question18,"A generation from now, what’s the one legacy you’d like New Yorkers to recall from the next mayor?",Leadership,Zohran Kwame Mamdani,Andrew M. Cuomo,They expanded opportunities for poor and working-class New Yorkers,They expanded opportunities for poor and working-class New Yorkers,same_publisher_option,"“If you make it universal, the benefits are not just fiscal. They're also public safety. They're also peace of mind.”","“I would like to be remembered as a mayor who lifted the quality of life of each and every New Yorkers by increasing public safety, addressing the crisis of affordability, and building transformative public projects that will last generations.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question18,"A generation from now, what’s the one legacy you’d like New Yorkers to recall from the next mayor?",Leadership,Zohran Kwame Mamdani,Brad Lander,They expanded opportunities for poor and working-class New Yorkers,They expanded opportunities for poor and working-class New Yorkers,same_publisher_option,"“If you make it universal, the benefits are not just fiscal. They're also public safety. They're also peace of mind.”",“The way to a safer and more affordable New York City is through a better-run New York City.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question18,"A generation from now, what’s the one legacy you’d like New Yorkers to recall from the next mayor?",Leadership,Zohran Kwame Mamdani,Zellnor Myrie,They expanded opportunities for poor and working-class New Yorkers,They expanded opportunities for poor and working-class New Yorkers,same_publisher_option,"“If you make it universal, the benefits are not just fiscal. They're also public safety. They're also peace of mind.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question18,"A generation from now, what’s the one legacy you’d like New Yorkers to recall from the next mayor?",Leadership,Zohran Kwame Mamdani,Jessica Ramos,They expanded opportunities for poor and working-class New Yorkers,They expanded opportunities for poor and working-class New Yorkers,same_publisher_option,"“If you make it universal, the benefits are not just fiscal. They're also public safety. They're also peace of mind.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question18,"A generation from now, what’s the one legacy you’d like New Yorkers to recall from the next mayor?",Leadership,Zohran Kwame Mamdani,Scott M. Stringer,They expanded opportunities for poor and working-class New Yorkers,They curbed disorder and improved neighborhood quality of life,different_publisher_option,"“If you make it universal, the benefits are not just fiscal. They're also public safety. They're also peace of mind.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question18,"A generation from now, what’s the one legacy you’d like New Yorkers to recall from the next mayor?",Leadership,Zohran Kwame Mamdani,Whitney R. Tilson,They expanded opportunities for poor and working-class New Yorkers,They curbed disorder and improved neighborhood quality of life,different_publisher_option,"“If you make it universal, the benefits are not just fiscal. They're also public safety. They're also peace of mind.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question19,What kind of early-career experience is most important for the next mayor to have?,Leadership,Zohran Kwame Mamdani,Adrienne E. Adams,Served as a community or labor organizer,Worked in the private sector,different_publisher_option,,,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question19,What kind of early-career experience is most important for the next mayor to have?,Leadership,Zohran Kwame Mamdani,Michael Blake,Served as a community or labor organizer,Career-long work in government or politics,different_publisher_option,,"“As the only person who could say that I have White House, State House, and local experience, we are in a moment right now where you have to ask yourself of January 1st next year, who is best prepared to make sure you're ready to fight for this city?”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question19,What kind of early-career experience is most important for the next mayor to have?,Leadership,Zohran Kwame Mamdani,Andrew M. Cuomo,Served as a community or labor organizer,Career-long work in government or politics,different_publisher_option,,"Cuomo led his father Mario Cuomo's campaign for governor shortly after graduating from Albany School of Law. Roles since include assistant district attorney for Manhattan, U.S. Secretary of Housing and Urban Development, state attorney general and governor. He also founded HELP USA, a homeless services group.",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question19,What kind of early-career experience is most important for the next mayor to have?,Leadership,Zohran Kwame Mamdani,Brad Lander,Served as a community or labor organizer,Led a nonprofit,different_publisher_option,,"“Before public office, I spent my career building and preserving thousands of units of affordable homes while leading two affordable housing and community development groups.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question19,What kind of early-career experience is most important for the next mayor to have?,Leadership,Zohran Kwame Mamdani,Zellnor Myrie,Served as a community or labor organizer,Career-long work in government or politics,different_publisher_option,,,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question19,What kind of early-career experience is most important for the next mayor to have?,Leadership,Zohran Kwame Mamdani,Jessica Ramos,Served as a community or labor organizer,Served as a community or labor organizer,same_publisher_option,,,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question19,What kind of early-career experience is most important for the next mayor to have?,Leadership,Zohran Kwame Mamdani,Scott M. Stringer,Served as a community or labor organizer,Career-long work in government or politics,different_publisher_option,,"“I began my career as a tenant organizer, standing alongside Mitchell-Lama residents who were fighting to stop their homes from being sold to private developers. That led me to embark on a career of public service, from the state assembly to the Manhattan Borough President’s Office, to the city Comptroller.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question19,What kind of early-career experience is most important for the next mayor to have?,Leadership,Zohran Kwame Mamdani,Whitney R. Tilson,Served as a community or labor organizer,Worked in the private sector,different_publisher_option,,,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
